transcript_id	length	gene_name	counts
ENST00000299705.9	654	TMED3	380.8
ENST00000382882.7	1620	NELFA	380.5
ENST00000262506.7	1053	CSNK2A2	380
ENST00000358465.6	3384	TRIM33	379.8
ENST00000372656.3	315	WBP5	379.6
ENST00000528416.5	1176	DPF2	378.6
ENST00000355315.7	258	CHCHD7	378.4
ENST00000215980.9	543	CENPM	378
ENST00000297151.8	1761	SLU7	378
ENST00000395862.7	1149	ATP6V1C1	378
ENST00000373358.7	702	PBDC1	378
ENST00000359428.9	6273	NUP214	378
ENST00000370775.2	342	FAM127B	377.8
ENST00000372813.3	930	TOMM34	377.7
ENST00000398238.8	2235	NSF	377.6
ENST00000354429.6	951	ELP5	377.4
ENST00000219789.10	642	CDIPT	377.1
ENST00000269932.10	1431	ARMC6	377
ENST00000487273.6	2460	ADAM9	377
ENST00000324379.9	906	PPIE	377
ENST00000545279.5	1398	SMAD5	376.9
ENST00000398022.6	1929	TM9SF4	376.8
ENST00000366910.9	1014	MARC1	376.8
ENST00000399410.7	4596	ABCC1	376.2
ENST00000358691.9	5829	HELZ	376.1
ENST00000357997.9	2817	ANKLE2	376
ENST00000369023.7	1158	NSMCE4A	376
ENST00000360612.4	981	PIM3	376
ENST00000264169.6	1311	ORC4	375.8
ENST00000356090.8	2190	NCDN	375.5
ENST00000568546.5	2427	TBL3	375.5
ENST00000296792.8	1557	UTP15	375
ENST00000358290.8	903	HSD17B11	375
ENST00000289382.7	1533	CNOT11	375
ENST00000372389.7	1041	POLR1C	374.2
ENST00000246151.8	636	PITHD1	374
ENST00000367942.3	2013	ATF6	374
ENST00000372674.5	387	BEX2	373.8
ENST00000381125.8	2355	PFKP	373.7
ENST00000470487.5	2091	GOLIM4	373.6
ENST00000264883.7	1524	NUP54	373.6
ENST00000302558.7	5298	RGPD8	373.2
ENST00000355091.8	1866	GPAA1	373.1
ENST00000310614.11	639	MRPL48	373
ENST00000367815.8	912	ATP1B1	373
ENST00000378526.8	3030	LIG3	373
ENST00000322090.7	861	GBAS	372.5
ENST00000503731.5	1047	TUSC3	372.5
ENST00000305784.6	639	DTYMK	372.4
ENST00000379565.7	2223	RPS6KA3	372.3
ENST00000325974.8	1449	CCZ1	372.1
ENST00000253339.9	3393	LATS1	372
ENST00000311052.9	444	CARHSP1	372
ENST00000173527.5	897	ISOC1	372
ENST00000349431.10	780	UBE2J2	371
ENST00000221166.9	2751	NEFM	371
ENST00000308330.2	2736	LEMD3	371
ENST00000393381.2	1041	C4orf27	371
ENST00000272542.7	2040	SLC20A1	370.7
ENST00000285735.6	582	RHOC	370.5
ENST00000156471.9	4458	AQR	370.2
ENST00000468694.5	1320	DBNL	370
ENST00000378823.7	3939	RAD50	370
ENST00000382647.7	312	MRPL36	370
ENST00000378251.2	1752	LRRC47	369.9
ENST00000321341.9	1755	ME2	369.8
ENST00000313601.10	1068	GNAI2	369.8
ENST00000374897.2	2061	TAP2	369.5
ENST00000520121.5	744	PGRMC2	369.1
ENST00000330964.9	255	RPS27L	369
ENST00000295050.11	1470	SPRTN	369
ENST00000271452.7	1395	NUF2	369
ENST00000333202.7	744	TM2D3	368.9
ENST00000260810.9	4569	TOPBP1	368.9
ENST00000340934.9	1236	BROX	368.3
ENST00000216361.8	1653	COCH	368
ENST00000292510.5	666	VPS28	368
ENST00000263672.10	681	SPCS2	367.8
ENST00000360639.6	3144	C15orf39	367.2
ENST00000613675.4	921	MRPL45	367.1
ENST00000360961.10	330	MPC1	367
ENST00000366672.4	1716	GALNT2	367
ENST00000223336.10	441	COA1	367
ENST00000377604.7	2793	RBM10	367
ENST00000303400.8	1191	MAEA	366.9
ENST00000359530.6	1452	ATP6V1H	366.7
ENST00000361908.7	2994	OPA1	366
ENST00000281871.10	477	MZT2B	365.8
ENST00000262374.9	1395	ALG1	365.8
ENST00000330133.4	417	MRPL54	365.6
ENST00000247026.9	1677	NSRP1	365.4
ENST00000294053.7	2124	CLPB	365
ENST00000379263.7	1866	DNAJC2	365
ENST00000370128.8	1101	RTCA	365
ENST00000255174.2	879	OSER1	365
ENST00000377710.9	1035	MGME1	364.9
ENST00000227868.8	1506	PDHX	364.8
ENST00000287647.7	4416	FANCD2	364.6
ENST00000502492.5	777	SNF8	364
ENST00000304164.8	3411	MYO1B	364
ENST00000261880.9	948	AAGAB	364
ENST00000617429.4	468	ZNHIT3	363.7
ENST00000261868.9	777	EIF3J	363
ENST00000442668.6	3504	NOL8	363
ENST00000354488.7	945	DDRGK1	363
ENST00000373166.7	543	TRAPPC3	362.9
ENST00000252445.7	252	ELOF1	362.9
ENST00000268607.9	378	MAP1LC3B	362.6
ENST00000248070.10	2595	EPS15L1	362.5
ENST00000374169.7	444	POLE3	362.2
ENST00000371621.4	1308	PTPN1	362.1
ENST00000382374.8	1305	MICU2	362
ENST00000367265.7	4635	KDM5B	362
ENST00000262990.8	963	ZNF330	362
ENST00000335025.12	1563	PPIL2	361.6
ENST00000354588.7	792	LBHD1	361.3
ENST00000254950.12	1314	VPS4A	361
ENST00000209875.8	576	CBX5	361
ENST00000333449.8	660	TMEM179B	360.8
ENST00000261908.10	4386	NEO1	360
ENST00000274255.10	1275	SKP2	359.9
ENST00000415783.6	1128	TIA1	359.8
ENST00000254029.7	2742	WDR44	359.8
ENST00000295006.5	2103	CAPN2	359.6
ENST00000330938.7	543	PTTG1IP	359.4
ENST00000361242.8	2520	ATG9A	359.4
ENST00000259021.8	1836	KAT7	359.2
ENST00000314103.5	1680	CHAF1B	359.2
ENST00000216044.9	2010	GTPBP1	359
ENST00000251900.8	2103	SCML2	359
ENST00000301686.12	615	C16orf13	358.8
ENST00000330560.7	3072	CDCA2	358.7
ENST00000316963.7	693	LYPLA1	358.4
ENST00000263969.9	2226	MFN1	358
ENST00000253577.7	2262	ABCB7	358
ENST00000285737.8	2559	LONP2	358
ENST00000244227.7	468	SNRNP27	357.8
ENST00000356521.8	1188	CBWD1	357.5
ENST00000389061.9	1764	SACM1L	357
ENST00000273783.7	2166	EIF2B5	357
ENST00000271715.6	4233	POGZ	356.9
ENST00000334121.10	1875	SREK1	356.7
ENST00000291565.8	939	PDXK	356.7
ENST00000262498.7	582	CFAP20	356.6
ENST00000229795.7	1083	MAPK14	356.4
ENST00000315567.12	978	MRPL1	356
ENST00000296292.7	1626	RFT1	356
ENST00000261507.10	882	MSMO1	356
ENST00000292616.9	1944	LRWD1	356
ENST00000256433.4	249	IER3IP1	355.9
ENST00000588705.1	249	RP11-49K24.6	355.9
ENST00000263083.10	1332	DPH1	355
ENST00000381334.9	975	TMEM165	355
ENST00000252818.4	1044	JUND	355
ENST00000615550.4	1530	PRIM2	355
ENST00000348581.9	2541	EXO1	355
ENST00000250454.7	858	EAPP	354.9
ENST00000360820.6	2790	SCYL2	354.3
ENST00000377698.3	1554	ALDH1B1	354.2
ENST00000361675.6	2382	CALD1	354.2
ENST00000318522.9	2946	EML4	354
ENST00000257177.8	4938	ZCCHC11	354
ENST00000370360.7	1785	GLMN	354
ENST00000376649.7	1284	PUS1	353.8
ENST00000615331.4	2964	POM121C	353.4
ENST00000306846.7	1440	PAIP1	353.4
ENST00000292211.4	1269	UBE2Q1	353.4
ENST00000263354.7	888	NAPA	353.2
ENST00000290573.6	2754	HK2	353
ENST00000299421.8	1359	ILK	353
ENST00000292035.9	936	MED27	353
ENST00000327827.11	828	C16orf72	352.4
ENST00000371108.8	1524	ALG6	352.3
ENST00000296102.7	198	MRPL33	352.2
ENST00000277165.10	3357	FAM120A	352.2
ENST00000332118.10	1917	SRPR	352
ENST00000366649.6	882	C1orf131	352
ENST00000372458.7	840	ELOVL1	352
ENST00000331134.10	1827	NPLOC4	352
ENST00000283006.6	744	CENPH	352
ENST00000354105.8	1617	CWF19L1	351.9
ENST00000310256.6	816	ARV1	351.9
ENST00000249442.10	792	MTX2	351.9
ENST00000306378.10	8763	BPTF	351.8
ENST00000563594.5	1356	DEF8	351.3
ENST00000471389.5	1518	FTO	351.2
ENST00000225296.7	2124	DHX33	351
ENST00000418476.2	2835	UNC45A	350.9
ENST00000312962.10	2130	KRI1	350.9
ENST00000370509.4	663	CREG1	350.5
ENST00000356940.10	621	RAB18	350.1
ENST00000328354.10	1632	CHEK2	350
ENST00000361114.9	1431	MICU1	350
ENST00000310271.6	1923	ALAS1	350
ENST00000361189.6	2127	PJA2	350
ENST00000528896.6	6708	KIAA0100	350
ENST00000437198.6	1920	PARN	350
ENST00000237937.7	642	ZFAND5	349.9
ENST00000222284.9	675	TMEM147	349.9
ENST00000613252.4	2121	DACH1	349.5
ENST00000381736.7	1800	NUP58	349.3
ENST00000312912.9	3966	KDM3A	349
ENST00000258105.7	339	MRPL53	349
ENST00000347454.8	1572	EIF2B4	349
ENST00000256151.7	726	CCDC59	349
ENST00000278856.8	1158	WDR74	348.9
ENST00000370278.3	945	MAGEA3	348.9
ENST00000225729.7	1095	DRG2	348.8
ENST00000374403.3	3699	KIF4A	348.8
ENST00000318410.11	3480	KIAA0196	348.6
ENST00000216756.10	639	CINP	348.1
ENST00000610704.4	2016	ZNF282	348
ENST00000528080.5	876	TMEM41B	348
ENST00000360586.7	3390	WDHD1	348
ENST00000264065.11	2382	DNAJC10	348
ENST00000309190.9	2061	CAST	347.9
ENST00000248958.4	666	SDF2L1	347.9
ENST00000368339.9	2667	YY1AP1	347.4
ENST00000265433.7	2265	NBN	347.2
ENST00000261183.7	2670	OSBPL8	347.1
ENST00000238616.9	2940	NEK9	347
ENST00000272638.13	1527	UBXN4	347
ENST00000361983.6	1866	KIF1BP	347
ENST00000291688.5	5943	MCM3AP	347
ENST00000332345.10	978	LIMS1	346.9
ENST00000358572.9	612	TMA16	346.9
ENST00000272233.5	591	RHOB	346.5
ENST00000306897.8	579	RAC3	346.5
ENST00000588649.6	3693	POLRMT	346.1
ENST00000418381.5	5667	UBR3	346
ENST00000352618.8	1008	RAD51AP1	346
ENST00000366612.1	240	COA6	346
ENST00000206542.8	1008	OSGEP	346
ENST00000295628.3	1116	LRRC58	346
ENST00000295830.12	369	RPL22L1	345.8
ENST00000361762.3	3210	PCDH7	345.7
ENST00000295797.4	1791	PRKCI	345.4
ENST00000394166.7	1245	NR2F2	345.2
ENST00000338961.10	1134	PTGES2	345.1
ENST00000341247.8	2280	LIMA1	344.6
ENST00000256441.4	312	MRPS36	344.6
ENST00000374692.7	876	TMEM38B	344.5
ENST00000361099.7	2253	STAT1	344
ENST00000233838.8	2277	GGCX	344
ENST00000309971.8	2097	GLE1	344
ENST00000502935.5	2001	XPNPEP1	344
ENST00000310706.9	2238	JUP	344
ENST00000357227.8	1491	CDK16	343.1
ENST00000249014.4	1176	CDC42EP1	343
ENST00000328205.9	1677	LIN9	343
ENST00000372691.3	363	BEX4	342.1
ENST00000264663.9	3261	NNT	342
ENST00000194214.9	435	HSPB11	342
ENST00000265077.7	10191	VCAN	342
ENST00000358130.6	849	HMGN5	342
ENST00000621999.4	1017	SCAMP1	342
ENST00000305596.7	1026	CD2BP2	342
ENST00000335647.9	1476	KATNA1	341.6
ENST00000351948.8	3276	SMC6	341.6
ENST00000426398.2	1596	PTBP2	340.9
ENST00000372133.7	591	MRPS18A	340.7
ENST00000282486.10	1167	MBNL1	340.3
ENST00000229340.9	606	RAB35	340.2
ENST00000356970.6	1656	CLCC1	340
ENST00000312475.4	840	MRPL46	340
ENST00000354910.9	225	ANAPC13	340
ENST00000216237.9	2118	L3MBTL2	340
ENST00000370978.8	2214	ZNF280C	340
ENST00000375429.7	1143	NELFE	339.9
ENST00000217109.8	1296	CSTF1	339.7
ENST00000259119.8	2055	SKIL	339.6
ENST00000616140.1	4332	CPSF1	339.4
ENST00000398868.7	1626	ATL3	339
ENST00000261308.9	1941	PPWD1	339
ENST00000298746.4	1050	TRUB1	339
ENST00000349004.5	1128	NDRG3	339
ENST00000249776.12	951	KNSTRN	339
ENST00000372938.9	2697	CIZ1	339
ENST00000380985.9	2115	NLN	339
ENST00000301011.9	2862	ZC3H18	338.9
ENST00000263196.11	1653	DGCR2	338.5
ENST00000485960.6	2025	TBC1D15	338.5
ENST00000397256.5	1878	ARPC4-TTLL3	338.4
ENST00000258418.9	1026	CAB39	338
ENST00000337652.5	1848	MEN1	338
ENST00000249636.10	1956	PIAS1	338
ENST00000254654.7	1179	ILKAP	338
ENST00000398888.6	3957	USP19	337.7
ENST00000234296.6	1734	ORC2	337.7
ENST00000265713.6	6015	KAT6A	337.6
ENST00000448276.6	1596	SMARCD2	337.4
ENST00000342045.6	1152	BRE	337.2
ENST00000257604.9	1749	TRAFD1	337
ENST00000274496.9	774	YIPF5	337
ENST00000232905.3	342	EIF1B	336.9
ENST00000263401.9	597	COMMD9	336.8
ENST00000370298.8	1782	MTF2	336.4
ENST00000374893.10	2313	ECE1	336
ENST00000331334.4	474	GLRX5	336
ENST00000312515.6	618	DRAP1	336
ENST00000369535.4	570	NRAS	335.7
ENST00000371733.7	2691	EPS15	335
ENST00000485303.5	1650	PVRL3	335
ENST00000359114.8	642	NOL12	335
ENST00000262053.7	816	ATF1	335
ENST00000402744.8	1431	CPE	334.5
ENST00000505459.5	435	SRP19	334.5
ENST00000341165.10	2901	NBR1	334.2
ENST00000362007.5	1221	GLMP	334
ENST00000236273.8	732	SYF2	334
ENST00000283882.3	900	CFDP1	334
ENST00000233714.8	1200	LANCL1	334
ENST00000406246.7	1656	RELA	334
ENST00000307731.1	1740	CDC40	334
ENST00000265857.7	984	GET4	333.6
ENST00000399100.6	3702	SEC24B	333.1
ENST00000361682.10	816	COMT	333
ENST00000261749.10	627	ZFAND6	333
ENST00000273920.7	786	ENOPH1	333
ENST00000345496.6	498	UBE2G2	333
ENST00000380172.8	852	MTAP	333
ENST00000345425.6	1002	GIPC1	333
ENST00000306984.6	540	MPLKIP	332.9
ENST00000548065.5	996	PRKAG1	332.8
ENST00000307363.9	2034	GLB1	332.5
ENST00000370952.3	1809	LRRC40	332.5
ENST00000260408.7	2247	ADAM10	332
ENST00000367651.3	813	CITED2	332
ENST00000327569.7	3399	ATP11C	332
ENST00000300087.6	549	DCTN5	332
ENST00000379772.3	525	C20orf27	331.9
ENST00000249806.9	936	CLN6	331.9
ENST00000520429.5	852	CCNC	331.9
ENST00000278903.10	1023	EI24	331.7
ENST00000229595.5	615	ASF1A	331
ENST00000301585.9	621	ICT1	331
ENST00000476238.6	771	RNASET2	331
ENST00000255764.3	408	MED10	331
ENST00000433351.6	1518	PCYOX1	331
ENST00000296328.8	1470	UBXN7	331
ENST00000262428.4	429	COTL1	331
ENST00000409792.3	7695	SETD2	331
ENST00000205636.3	552	CMTM6	331
ENST00000233616.8	2514	MOGS	330.9
ENST00000280904.10	2706	DSC2	330.9
ENST00000401088.8	459	SZRD1	330.8
ENST00000265563.12	1215	PRKAR2A	330.1
ENST00000313368.7	1050	TAF7	330
ENST00000367064.7	1146	CD55	330
ENST00000393915.8	2178	HMMR	330
ENST00000299106.8	933	JAM3	330
ENST00000507955.5	1869	DDX41	330
ENST00000278483.7	594	C11orf73	329.9
ENST00000361439.8	801	NSMCE1	329.8
ENST00000316052.5	738	EXOSC4	329
ENST00000324868.12	1434	YARS2	329
ENST00000298288.10	1245	LRR1	329
ENST00000234301.2	345	COX7A2L	329
ENST00000370238.7	825	GCLM	329
ENST00000621441.4	2127	EXOC5	329
ENST00000261023.7	3147	ITGAV	328.9
ENST00000388835.3	1293	KRT18	328.8
ENST00000355758.8	2916	ZC3H7A	328.8
ENST00000255631.9	1080	HSPBP1	328.7
ENST00000389561.6	9372	EP400	328.7
ENST00000261721.8	1449	BTBD1	328.7
ENST00000333503.7	966	PGP	328.1
ENST00000268835.6	1110	PRPSAP2	328
ENST00000371566.1	2586	ORC1	328
ENST00000334444.10	4314	ABCC5	328
ENST00000388857.8	369	C11orf31	328
ENST00000268482.7	3684	DHX38	328
ENST00000262302.13	816	NUBP2	327.7
ENST00000330137.11	366	SKA2	327.1
ENST00000338517.8	369	SCOC	327
ENST00000446488.7	3900	NFRKB	327
ENST00000366647.8	2043	GNPAT	327
ENST00000314328.13	3354	SPECC1L	327
ENST00000401878.7	3513	RBM33	326.2
ENST00000362042.7	2319	NFE2L1	326
ENST00000369452.8	1749	SHOC2	326
ENST00000356362.6	1986	PUS7	326
ENST00000249064.8	840	CCDC117	326
ENST00000376511.6	2823	PPP1R10	325.7
ENST00000367456.5	2082	TAB2	325.5
ENST00000308317.10	843	GEMIN2	325.3
ENST00000358994.8	972	PPP2R4	325.1
ENST00000306107.9	1752	ALCAM	325
ENST00000267163.4	2787	RB1	325
ENST00000370390.7	1998	MTMR1	324.7
ENST00000261600.10	1974	THOC1	324.5
ENST00000296504.3	663	SAP30	324.5
ENST00000361866.7	3087	COL6A1	324.3
ENST00000361272.8	858	CNOT7	324.1
ENST00000393094.6	2343	CUL5	324
ENST00000265565.9	3840	SCAP	324
ENST00000351111.6	786	MRPL10	324
ENST00000381750.8	1122	RCL1	323.9
ENST00000259199.8	1188	CBWD2	323.9
ENST00000307790.7	2274	ASCC2	323.6
ENST00000302362.10	555	COPRS	323.5
ENST00000264193.2	1365	CPOX	323.5
ENST00000188312.6	1191	ACTR6	323.4
ENST00000253122.9	1908	SLC6A8	323.4
ENST00000228827.7	855	GPN3	322.7
ENST00000282003.6	2181	RNF219	322.4
ENST00000318364.12	480	MRPL43	322
ENST00000372146.4	2469	GTF3C4	322
ENST00000331768.9	1785	SETD3	322
ENST00000480861.5	1530	IMPDH1	321.9
ENST00000303004.4	1038	CEBPB	321.9
ENST00000311008.15	1587	SPNS1	321.5
ENST00000322602.9	1089	MFAP3	321.2
ENST00000344624.7	4125	DROSHA	321.1
ENST00000233809.8	978	IGFBP2	321.1
ENST00000301180.9	4731	DIP2B	321
ENST00000229314.9	417	GOLT1B	321
ENST00000344824.10	855	TPM4	321
ENST00000247665.11	378	PHPT1	320.9
ENST00000241502.8	957	FYTTD1	320.9
ENST00000379568.3	1179	PAK1IP1	320.5
ENST00000336735.8	2385	SEL1L	320.3
ENST00000353442.9	1473	LMBR1	320.1
ENST00000271373.8	384	MPC2	320
ENST00000389063.2	1263	DCP2	320
ENST00000219400.7	240	CMC2	320
ENST00000225308.12	1056	SLC25A39	320
ENST00000234198.8	987	DLX2	320
ENST00000261245.8	930	MNAT1	320
ENST00000250113.11	2022	FXR2	319.9
ENST00000307076.8	1563	NT5DC2	319.7
ENST00000265343.9	3492	AFF4	319.7
ENST00000431828.5	2637	KANSL3	319.6
ENST00000373563.8	3900	GIGYF2	319.4
ENST00000355209.8	615	POLR3H	319.2
ENST00000352178.9	1656	CBS	319.2
ENST00000323929.7	2127	MRE11A	319
ENST00000358664.8	483	MAX	319
ENST00000258947.7	1341	CALCOCO2	319
ENST00000410053.7	2727	CWC22	319
ENST00000340611.8	2466	BRAT1	319
ENST00000252137.10	1431	DGCR14	318.9
ENST00000479870.5	2766	TCAF1	318.5
ENST00000348403.9	2019	STRBP	318.3
ENST00000358867.10	693	TMEM126B	318.1
ENST00000263801.7	5919	TP53BP1	318
ENST00000359451.6	1680	WASF1	318
ENST00000229329.6	1305	CMAS	317
ENST00000554684.5	2463	PPP4R3A	317
ENST00000276603.9	1320	TERF1	317
ENST00000354228.8	1290	SEPT6	316.6
ENST00000232888.6	1428	RRP9	316.1
ENST00000240316.4	1731	COIL	316
ENST00000369816.4	945	ELOVL4	316
ENST00000356889.8	2025	FIGNL1	316
ENST00000367607.7	9354	CEP350	315.7
ENST00000261263.4	678	RAB21	315.6
ENST00000361478.1	1932	PJA1	315
ENST00000301905.8	969	PBK	315
ENST00000299853.9	2127	POLR3E	315
ENST00000294740.3	2688	ZNF281	315
ENST00000405938.5	2514	TFIP11	315
ENST00000243997.7	156	ATP5E	314.9
ENST00000410022.6	765	NFU1	314.8
ENST00000327423.10	6456	PRR14L	314.6
ENST00000221859.8	378	POLR2I	314.5
ENST00000276692.10	894	TATDN1	314.5
ENST00000299424.8	657	TAF10	314.4
ENST00000367330.5	552	TMEM9	314
ENST00000393034.6	540	FAIM	314
ENST00000265148.7	8106	CENPE	314
ENST00000375631.4	1248	NEU1	314
ENST00000509910.1	423	ATG12	313.7
ENST00000000412.7	834	M6PR	313.4
ENST00000267812.3	1320	MFAP1	313.3
ENST00000374514.7	696	LYPLA2	313.1
ENST00000317968.8	1791	PDLIM5	313
ENST00000297156.3	891	CAMLG	313
ENST00000607484.5	381	UQCC2	313
ENST00000311806.7	1584	OXSR1	313
ENST00000265192.8	384	PAIP2	313
ENST00000396060.6	330	GTF2A2	313
ENST00000268097.9	1590	HEXA	313
ENST00000368305.8	378	LAMTOR2	313
ENST00000378386.7	1332	MRS2	312.9
ENST00000449105.7	1629	HNRNPLL	312.9
ENST00000360807.8	2934	RRBP1	312.6
ENST00000383657.9	765	HACD2	312.1
ENST00000355354.11	918	CD47	312.1
ENST00000370902.7	588	EXOSC1	312.1
ENST00000233741.8	1128	FANCL	312
ENST00000307768.4	552	JAGN1	312
ENST00000377673.9	822	FAM216A	312
ENST00000326427.10	804	ITM2C	312
ENST00000284878.11	1098	CXADR	312
ENST00000367577.6	984	IER5	311.9
ENST00000398571.6	10641	USP34	311.8
ENST00000275605.7	678	PSPH	311.3
ENST00000371873.9	687	CMPK1	311
ENST00000338008.9	4620	ZFYVE16	311
ENST00000258149.9	1494	MDM2	311
ENST00000369068.4	4386	RPRD2	311
ENST00000443649.7	720	DIABLO	310.9
ENST00000471115.5	549	C1orf52	310.6
ENST00000040663.7	1110	MRI1	310.5
ENST00000262662.5	507	CDKN2C	310.2
ENST00000368521.9	762	C1orf43	310
ENST00000263780.8	642	CHMP2B	310
ENST00000346991.9	7029	CASC5	310
ENST00000260643.6	1254	PREB	310
ENST00000271375.6	483	SFT2D2	310
ENST00000305533.9	1050	TWF2	309.7
ENST00000310974.8	2028	DPY19L1	309.6
ENST00000310326.8	1413	NSUN5	309.6
ENST00000315870.9	1257	ING3	309.1
ENST00000319466.8	441	MCFD2	309.1
ENST00000305747.10	1155	CERS6	309
ENST00000355528.8	3579	TBCD	309
ENST00000376442.7	3126	DHX16	309
ENST00000405006.8	5862	THADA	308.8
ENST00000380325.3	618	MRPS26	308.4
ENST00000435506.6	903	NT5C3B	308.4
ENST00000308360.7	1668	PIGS	308
ENST00000220003.13	1353	CSK	308
ENST00000216187.10	2055	FOXRED2	308
ENST00000228347.8	3402	POLR3B	308
ENST00000300651.10	4746	MED1	308
ENST00000397410.9	1941	AKAP8L	308
ENST00000379887.8	1674	ARIH1	308
ENST00000380516.6	3105	SLTM	307.9
ENST00000327858.10	2112	FBLN1	307.9
ENST00000229563.5	339	TMEM14C	307.6
ENST00000245615.5	1419	MBOAT7	307.4
ENST00000342988.7	1659	SMAD4	307
ENST00000290858.10	549	CBFB	307
ENST00000260746.5	549	ARL3	306.9
ENST00000395510.6	1053	TWF1	306.1
ENST00000397625.8	1212	JMJD6	306.1
ENST00000379540.7	3363	NFX1	306
ENST00000186436.9	5652	TMEM131	306
ENST00000317615.10	795	PSMG2	306
ENST00000446533.7	795	CHAC1	305.9
ENST00000370818.7	1743	GPC3	305.9
ENST00000300146.9	2313	PATL1	305.7
ENST00000261681.8	2028	MPP5	305.6
ENST00000412770.6	2646	PPP6R1	305
ENST00000357103.4	1161	ADIPOR2	305
ENST00000347613.8	2601	CLCN3	305
ENST00000290649.9	1932	AMFR	305
ENST00000325366.13	1329	C5orf22	305
ENST00000356352.6	3819	UPF2	305
ENST00000332127.8	2433	ZC3H11A	304.9
ENST00000457408.6	684	TMED4	304.9
ENST00000389629.8	2133	RTF1	304.9
ENST00000301738.8	705	KCTD5	304.7
ENST00000316097.12	690	SCAMP4	304.6
ENST00000296755.11	7407	MAP1B	304.2
ENST00000252744.5	3648	ZSWIM6	304
ENST00000009180.8	687	CD9	304
ENST00000370782.6	3093	MMS19	304
ENST00000339556.8	297	S100A13	304
ENST00000380741.8	885	SMN2	304
ENST00000291576.11	2760	PWP2	303.4
ENST00000543341.6	927	GTF2H3	303
ENST00000305264.7	1287	HDAC3	303
ENST00000325844.8	585	MRPS11	303
ENST00000239906.9	1179	FAM53C	303
ENST00000618329.4	3762	CYFIP2	303
ENST00000383202.6	3777	STAG1	302.9
ENST00000329994.6	1338	SLC52A2	302.7
ENST00000335754.7	1875	ACTR8	302
ENST00000313486.11	813	PITPNA	302
ENST00000323563.7	1188	MRPS31	302
ENST00000202816.5	2556	ESF1	301.9
ENST00000383820.9	1056	RPUSD3	301.6
ENST00000297613.4	492	RPP25L	301
ENST00000564079.5	2001	TUBGCP4	301
ENST00000347615.6	3414	SMG7	301
ENST00000040877.1	4866	TARBP1	301
ENST00000623385.3	1512	TRIM39-RPP21	300.9
ENST00000297578.8	948	SLC25A32	300.8
ENST00000360280.7	9525	VPS13A	300.2
ENST00000253457.7	633	EMC8	300.1
ENST00000228284.7	2892	SART3	300
ENST00000250416.9	1752	PARP2	300
ENST00000276569.7	849	ARMC1	300
ENST00000321599.8	1326	IP6K1	300
ENST00000372171.4	825	MAD2L1BP	300
ENST00000342480.6	1818	PODXL2	300
ENST00000279242.6	501	MRPL49	300
ENST00000300574.2	915	CRK	300
ENST00000392403.7	8895	ASH1L	299.9
ENST00000274400.9	1188	GTF2H2	299.8
ENST00000267103.9	1131	C12orf10	299.5
ENST00000355841.6	1374	PDLIM7	299.5
ENST00000279146.7	993	AIP	299.3
ENST00000398333.7	1185	C15orf38-AP3S2	299.2
ENST00000275034.4	5466	PHIP	299.1
ENST00000288266.7	2130	APPL1	299
ENST00000222969.9	435	BUD31	299
ENST00000319121.3	2127	KLHL11	299
ENST00000286713.6	867	STOM	299
ENST00000370109.7	858	DPH5	299
ENST00000360380.7	3864	STIL	299
ENST00000494857.5	1977	SLC7A2	299
ENST00000361060.5	2046	GFPT1	298.7
ENST00000218147.11	5136	BCORL1	298.4
ENST00000282633.9	4026	FAM21A	298
ENST00000434634.6	1137	WDR73	298
ENST00000366862.9	1107	FBXO28	298
ENST00000573944.5	1473	PKMYT1	298
ENST00000261900.7	2181	CCNT1	298
ENST00000372447.7	870	C9orf78	297.9
ENST00000336219.3	726	CDCA4	297.3
ENST00000287474.9	1881	FRRS1	297
ENST00000431842.6	3702	FAM208A	297
ENST00000315596.14	4344	PDS5B	297
ENST00000257566.7	2232	TBX3	296.9
ENST00000357332.7	1047	ASNA1	296.9
ENST00000339865.9	3864	USP47	296.5
ENST00000268957.3	1038	TOB1	296.4
ENST00000323578.12	1182	CHID1	296.2
ENST00000371113.8	2706	OCRL	296
ENST00000374789.7	4071	PARD3	296
ENST00000310473.7	930	UCP2	296
ENST00000156084.8	1716	OTUD5	296
ENST00000278715.7	1086	HMBS	296
ENST00000272797.8	1677	KLHL23	296
ENST00000220853.7	894	EMC2	296
ENST00000203001.6	1494	TRMT6	296
ENST00000357500.4	492	POP5	296
ENST00000377275.3	540	ARL5B	296
ENST00000377046.7	1542	KAT5	296
ENST00000253458.11	3654	GSE1	295.9
ENST00000407249.7	2388	CDK11B	295.6
ENST00000256897.8	972	CCNH	295
ENST00000367545.7	10302	UTRN	295
ENST00000369239.9	2418	PNISR	294.9
ENST00000235310.7	636	MAD2L2	294.9
ENST00000255977.6	1449	MKRN1	294.7
ENST00000378654.8	1392	SUCLA2	294.6
ENST00000357674.8	2679	DLG1	294.3
ENST00000282074.6	675	SPC25	294.1
ENST00000341376.10	1044	NFYA	294
ENST00000343796.6	2334	NR3C1	294
ENST00000366928.9	714	LYPLAL1	294
ENST00000369329.7	1821	MAP3K7	294
ENST00000287394.9	4173	ATAD2	294
ENST00000313835.13	1368	GPR89A	293.8
ENST00000545712.6	753	MMAB	293.5
ENST00000263847.5	2424	OSBP	293.5
ENST00000355237.6	1569	OCLN	293
ENST00000376836.7	588	COMMD3	293
