transcript_id	length	gene_name	counts
ENST00000282382.8	1215	TMED7-TICAM2	764.4
ENST00000267935.12	600	COMMD4	764.1
ENST00000316660.6	165	PMAIP1	764
ENST00000396667.7	825	TMEM106B	764
ENST00000356763.7	4077	PIK3R4	763.1
ENST00000361055.8	1392	UBA3	763
ENST00000382199.6	1800	IGF2BP2	762
ENST00000351554.7	387	CD59	762
ENST00000303004.4	1038	CEBPB	761.5
ENST00000377818.3	249	MZT1	761.5
ENST00000296048.10	1002	GYG1	761.3
ENST00000321765.9	3582	SPAG5	761.1
ENST00000527958.5	690	PAFAH1B2	761
ENST00000292211.4	1269	UBE2Q1	760.9
ENST00000354911.8	1944	WAC	760.7
ENST00000421999.6	840	CMSS1	760
ENST00000285379.9	783	CA2	760
ENST00000244496.5	780	RRP36	759
ENST00000219905.11	9198	MGA	758.8
ENST00000311481.10	606	RAB1B	758.7
ENST00000398333.7	1185	C15orf38-AP3S2	758.4
ENST00000264499.8	2148	BBS7	758
ENST00000324262.8	1428	CNDP2	758
ENST00000269601.9	429	TXNL4A	757.8
ENST00000271002.14	534	ITGB3BP	757.3
ENST00000296490.7	942	WDR82	757.2
ENST00000310078.12	1689	AGFG1	757
ENST00000303400.8	1191	MAEA	757
ENST00000357720.8	1980	TRMT1	756.9
ENST00000188312.6	1191	ACTR6	756
ENST00000339374.10	1371	METTL17	755.7
ENST00000430430.5	2616	ZBTB10	755.3
ENST00000276461.9	1020	ERLIN2	755
ENST00000366999.8	1338	NEK2	754.8
ENST00000248553.6	618	HSPB1	754.8
ENST00000308488.10	4326	RSF1	754.3
ENST00000228284.7	2892	SART3	754
ENST00000394854.7	1566	PPP3CA	754
ENST00000265643.3	372	GAL	753.2
ENST00000258418.9	1026	CAB39	753
ENST00000613252.4	2121	DACH1	752.8
ENST00000380359.3	1629	NET1	752.3
ENST00000369258.8	2694	CHD1L	752
ENST00000359678.9	1161	HIBCH	752
ENST00000372146.4	2469	GTF3C4	751.8
ENST00000192788.5	4323	UHRF1BP1	751
ENST00000291458.9	435	CCDC58	750.6
ENST00000358130.6	849	HMGN5	750.1
ENST00000323798.7	2214	GYS1	749.7
ENST00000261249.6	1530	TRMT5	749.7
ENST00000395568.6	1377	PPHLN1	749
ENST00000287482.5	1974	SASS6	749
ENST00000361983.6	1866	KIF1BP	748.9
ENST00000262291.8	1221	VMP1	748.8
ENST00000368376.7	1401	MTX1	748.8
ENST00000342045.6	1152	BRE	748.5
ENST00000358994.8	972	PPP2R4	748.2
ENST00000229758.7	1344	FBXO5	748.1
ENST00000334976.10	789	EMC10	747.7
ENST00000230340.8	1314	BYSL	747.7
ENST00000371419.6	405	PFDN4	747.5
ENST00000305264.7	1287	HDAC3	746.9
ENST00000253237.9	1341	GRWD1	746
ENST00000308275.7	1212	FBXO22	745.9
ENST00000394235.6	1746	ELF2	745.2
ENST00000450169.6	276	LSM5	745.1
ENST00000263354.7	888	NAPA	745
ENST00000259239.7	876	IMP4	744.9
ENST00000494857.5	1977	SLC7A2	744.2
ENST00000355112.7	4254	BLM	744
ENST00000367089.7	342	DYNLT1	744
ENST00000379565.7	2223	RPS6KA3	744
ENST00000378526.8	3030	LIG3	743.9
ENST00000377526.3	1233	AUP1	743.4
ENST00000288266.7	2130	APPL1	743
ENST00000374212.4	573	SLC31A1	742.9
ENST00000233809.8	978	IGFBP2	742.1
ENST00000316157.7	2217	LARP4B	742
ENST00000536226.1	2064	CRNKL1	742
ENST00000367926.8	1518	UAP1	740.8
ENST00000320895.9	1617	CLPTM1L	740.1
ENST00000464848.5	1665	TTC26	740.1
ENST00000360338.3	1689	ZNF460	740
ENST00000290130.3	702	MIS18A	739.4
ENST00000348075.6	5733	PTPRS	739.2
ENST00000257934.8	6363	ESPL1	739.1
ENST00000262415.7	3663	DHX8	739
ENST00000485972.5	879	CDK5	739
ENST00000368277.3	618	PMF1	738.6
ENST00000216185.6	501	TXN2	737.9
ENST00000376142.6	1527	ABI1	737
ENST00000359273.7	1260	BCS1L	737
ENST00000356175.7	8457	NF1	736.9
ENST00000397714.6	1296	SEPT10	736.6
ENST00000337652.5	1848	MEN1	736
ENST00000373358.7	702	PBDC1	736
ENST00000322602.9	1089	MFAP3	735.9
ENST00000268099.13	990	SCAMP2	735.9
ENST00000409020.5	1134	NIF3L1	735.7
ENST00000247026.9	1677	NSRP1	735.7
ENST00000374169.7	444	POLE3	735.6
ENST00000375203.7	2112	ATF6B	735.5
ENST00000327858.10	2112	FBLN1	735.5
ENST00000309137.12	765	FAM192A	735
ENST00000225388.8	2088	NUFIP2	735
ENST00000331320.11	2148	MTA1	734.6
ENST00000376335.7	1599	ZIC2	734.5
ENST00000340934.9	1236	BROX	734
ENST00000556529.2	378	MAP1LC3B2	733.4
ENST00000358572.9	612	TMA16	732.5
ENST00000370128.8	1101	RTCA	732
ENST00000596731.5	321	WDR83OS	732
ENST00000327155.9	2694	RBBP8	732
ENST00000358792.11	1575	GTPBP3	732
ENST00000318364.12	480	MRPL43	731.4
ENST00000224140.5	8034	SETX	731.4
ENST00000528896.6	6708	KIAA0100	730.9
ENST00000278840.8	1335	FADS2	730.9
ENST00000358357.7	2955	POM121	730.8
ENST00000250101.9	372	TXNDC17	730.8
ENST00000368090.3	1272	PIGM	730.7
ENST00000219794.10	1239	BCKDK	730
ENST00000355182.8	2001	SPG20	730
ENST00000410022.6	765	NFU1	729.7
ENST00000367607.7	9354	CEP350	729.5
ENST00000220853.7	894	EMC2	729
ENST00000327347.9	1179	SEPHS1	728.9
ENST00000310706.9	2238	JUP	728.3
ENST00000254940.9	543	NIP7	728
ENST00000249806.9	936	CLN6	728
ENST00000294172.6	1860	NXF1	727.9
ENST00000616600.4	2016	CTB-50L17.10	727
ENST00000310418.8	690	CLTB	726.3
ENST00000354785.8	7434	FN1	726
ENST00000573944.5	1473	PKMYT1	725.9
ENST00000267064.8	3645	SMARCC2	725.5
ENST00000487273.6	2460	ADAM9	725.5
ENST00000356692.9	1254	PPP4R2	725.4
ENST00000311921.8	2862	ZNF507	725.2
ENST00000399788.6	5073	KDM5A	724.8
ENST00000335754.7	1875	ACTR8	724.6
ENST00000530758.1	228	BRK1	724
ENST00000260408.7	2247	ADAM10	723
ENST00000332345.10	978	LIMS1	722.7
ENST00000262947.7	522	MYDGF	722
ENST00000265343.9	3492	AFF4	722
ENST00000367921.7	2568	DDR2	722
ENST00000507955.5	1869	DDX41	721.9
ENST00000281871.10	477	MZT2B	721.7
ENST00000343810.8	1389	MCRS1	721.1
ENST00000261758.5	705	MESDC2	721
ENST00000379263.7	1866	DNAJC2	721
ENST00000260803.8	1635	DBR1	720.9
ENST00000334955.12	2541	RSBN1L	720.1
ENST00000244137.11	1482	PEPD	720
ENST00000303151.4	423	POP7	720
ENST00000296684.9	528	NDUFS4	720
ENST00000355943.7	1257	SLC25A46	720
ENST00000285737.8	2559	LONP2	719.7
ENST00000083182.7	1758	APPBP2	718.9
ENST00000434634.6	1137	WDR73	718.5
ENST00000320743.7	3360	LRIG3	718
ENST00000255305.10	3456	XPO4	718
ENST00000371084.7	1689	PGM1	717.3
ENST00000264093.8	834	DGUOK	717.3
ENST00000361682.10	816	COMT	717.1
ENST00000345094.7	1524	THUMPD3	717.1
ENST00000296328.8	1470	UBXN7	717
ENST00000368072.9	900	PEX19	717
ENST00000319121.3	2127	KLHL11	717
ENST00000258729.7	1740	IGF2BP3	716.8
ENST00000290231.10	1740	NCOA5	716.8
ENST00000377604.7	2793	RBM10	716.7
ENST00000261749.10	627	ZFAND6	716.6
ENST00000536133.2	627	CXorf56	715.6
ENST00000013070.10	1278	UBR7	715
ENST00000372484.7	1497	CTSA	715
ENST00000381344.7	855	IDI1	714.6
ENST00000261646.9	3444	SREBF1	714.5
ENST00000294256.12	1851	SYVN1	714.4
ENST00000376442.7	3126	DHX16	714
ENST00000265174.4	1875	PAPSS1	714
ENST00000324862.6	2052	PRPF3	714
ENST00000358595.9	2370	ARNT	714
ENST00000256398.12	1644	ELP3	714
ENST00000282486.10	1167	MBNL1	714
ENST00000359655.8	2361	SUPV3L1	713.3
ENST00000305784.6	639	DTYMK	713
ENST00000256545.8	729	EMC7	713
ENST00000232564.7	1023	GNB4	712.4
ENST00000328024.10	657	RAB11B	712
ENST00000360802.5	3360	UBAP2	711.9
ENST00000378700.7	486	ID4	711.9
ENST00000280904.10	2706	DSC2	711.5
ENST00000355841.6	1374	PDLIM7	710.8
ENST00000328434.7	321	COA3	710.5
ENST00000330133.4	417	MRPL54	710.2
ENST00000170447.11	1251	MKRN2	710
ENST00000249442.10	792	MTX2	709.2
ENST00000366672.4	1716	GALNT2	709
ENST00000398844.6	3282	SEC24A	708
ENST00000360586.7	3390	WDHD1	707
ENST00000342505.4	3465	JAK1	706.2
ENST00000369534.7	1401	MPP1	706.1
ENST00000378198.8	1089	TDP2	705.2
ENST00000372389.7	1041	POLR1C	705.1
ENST00000359741.9	1479	SLC39A14	704.2
ENST00000246117.8	1692	NCLN	704
ENST00000314425.9	4113	ZMYM3	704
ENST00000346134.11	2685	EXOC1	703
ENST00000371733.7	2691	EPS15	702.9
ENST00000494664.5	858	TIMMDC1	702.5
ENST00000371281.3	1164	TTC4	702.4
ENST00000347613.8	2601	CLCN3	702.4
ENST00000418476.2	2835	UNC45A	702.3
ENST00000360961.10	330	MPC1	702
ENST00000434526.6	963	SUMF2	701.3
ENST00000279146.7	993	AIP	701
ENST00000320954.10	1206	CRTAP	699.9
ENST00000529010.5	1263	NUCB2	699
ENST00000274255.10	1275	SKP2	698.9
ENST00000361060.5	2046	GFPT1	698.7
ENST00000274712.7	600	ZMAT2	698.6
ENST00000253339.9	3393	LATS1	698.3
ENST00000412716.7	507	DAZAP2	698.1
ENST00000513973.5	1629	PGM3	698
ENST00000361735.3	2100	METTL13	698
ENST00000264657.9	2313	STAT3	698
ENST00000374865.4	477	MRPL50	697.3
ENST00000343505.9	4821	NHSL1	697.2
ENST00000377474.3	978	KCTD12	697.2
ENST00000392245.5	306	SUMO1	696.7
ENST00000352178.9	1656	CBS	696.6
ENST00000298746.4	1050	TRUB1	696.4
ENST00000249647.7	636	SNAP23	696
ENST00000306984.6	540	MPLKIP	696
ENST00000394166.7	1245	NR2F2	695.5
ENST00000338008.9	4620	ZFYVE16	694.8
ENST00000241502.8	957	FYTTD1	694.8
ENST00000249636.10	1956	PIAS1	694.7
ENST00000276590.4	867	LACTB2	694
ENST00000339365.2	3285	SEC24C	694
ENST00000315127.8	1527	EDC3	694
ENST00000258975.6	894	TACO1	694
ENST00000413384.6	3726	SLC4A2	694
ENST00000374897.2	2061	TAP2	694
ENST00000378251.2	1752	LRRC47	693.7
ENST00000396981.6	513	UBE2G1	693.3
ENST00000350026.9	6711	ARID1B	693.2
ENST00000236273.8	732	SYF2	693
ENST00000362042.7	2319	NFE2L1	693
ENST00000173527.5	897	ISOC1	693
ENST00000328649.10	576	CIB1	693
ENST00000261183.7	2670	OSBPL8	693
ENST00000299601.9	2001	LEO1	692.8
ENST00000265245.9	1977	LSG1	692
ENST00000267750.8	552	EMC4	692
ENST00000356232.8	1215	UBA5	692
ENST00000223127.7	2217	PLOD3	691.8
ENST00000298310.9	3231	NEMF	691.7
ENST00000373664.7	3207	RBL1	691.4
ENST00000273064.10	900	RQCD1	691.3
ENST00000225916.9	2514	KAT2A	691
ENST00000372950.4	783	DNAJC9	690.9
ENST00000259119.8	2055	SKIL	690.8
ENST00000621525.4	549	SYNJ2BP-COX16	690.7
ENST00000237937.7	642	ZFAND5	690.5
ENST00000308330.2	2736	LEMD3	690
ENST00000261245.8	930	MNAT1	690
ENST00000329563.8	510	TSPO	689.9
ENST00000361383.10	1692	CTNNBL1	689.3
ENST00000222330.7	1452	GSK3A	689
ENST00000273986.8	408	CISD2	688.1
ENST00000247665.11	378	PHPT1	688
ENST00000354429.6	951	ELP5	688
ENST00000253457.7	633	EMC8	687.1
ENST00000261880.9	948	AAGAB	687
ENST00000596358.5	906	NOSIP	686.9
ENST00000264951.8	5121	XRN1	686.8
ENST00000257181.9	939	PRPF38A	686.4
ENST00000345146.6	1245	IDH1	686
ENST00000301585.9	621	ICT1	686
ENST00000371410.4	1248	NKAP	685.9
ENST00000402673.6	597	SAR1B	685.7
ENST00000257566.7	2232	TBX3	685.1
ENST00000360258.8	1395	MINA	685
ENST00000381334.9	975	TMEM165	685
ENST00000370211.8	1107	HAUS7	684.2
ENST00000347454.8	1572	EIF2B4	684
ENST00000559844.5	1569	SNX1	684
ENST00000361731.3	480	SFT2D1	683.8
ENST00000228827.7	855	GPN3	683.7
ENST00000322875.8	1200	CD46	683.1
ENST00000337488.10	1785	FIP1L1	683
ENST00000375429.7	1143	NELFE	683
ENST00000357443.2	3012	MOV10	682.9
ENST00000355315.7	258	CHCHD7	682.4
ENST00000282007.7	4695	ZC3H13	682.2
ENST00000239690.8	1752	NUDCD1	682
ENST00000277632.7	1338	FAM188A	681.7
ENST00000357681.9	3618	ATP2B4	681.4
ENST00000294383.6	7863	USP24	680.8
ENST00000546361.6	2751	CHERP	680.4
ENST00000253925.11	3609	PPFIA1	680.3
ENST00000468694.5	1320	DBNL	680
ENST00000377698.3	1554	ALDH1B1	680
ENST00000319466.8	441	MCFD2	680
ENST00000374767.4	744	NIPSNAP3A	679.4
ENST00000340578.10	1704	RANBP3	679
ENST00000256578.7	2640	AMPD2	679
ENST00000446488.7	3900	NFRKB	679
ENST00000357495.3	963	HNRNPA1L2	679
ENST00000355354.11	918	CD47	678.8
ENST00000317907.8	2532	TTC27	678.6
ENST00000345317.6	1080	SKAP2	678.3
ENST00000360380.7	3864	STIL	676.6
ENST00000281273.8	1248	QTRTD1	676
ENST00000267176.8	4179	SBNO1	676
ENST00000346027.9	2253	TLK2	675.2
ENST00000296292.7	1626	RFT1	675
ENST00000268097.9	1590	HEXA	675
ENST00000375946.8	2637	MASTL	674.9
ENST00000582401.5	1176	TXNIP	673.7
ENST00000380516.6	3105	SLTM	673.2
ENST00000317378.5	567	TRAPPC5	673
ENST00000358713.7	1902	GATAD2A	672.9
ENST00000383202.6	3777	STAG1	672.3
ENST00000356362.6	1986	PUS7	672
ENST00000275072.4	1311	PM20D2	672
ENST00000299608.6	1365	TMX3	672
ENST00000448108.6	837	TAF1D	672
ENST00000276603.9	1320	TERF1	671.8
ENST00000222567.5	1017	TWISTNB	671.7
ENST00000395878.7	930	UBFD1	671.3
ENST00000316052.5	738	EXOSC4	671
ENST00000225777.7	675	SYNGR2	670.6
ENST00000276692.10	894	TATDN1	670.1
ENST00000297540.4	1185	PHAX	670
ENST00000353107.7	177	POLR2K	670
ENST00000286713.6	867	STOM	670
ENST00000292363.9	936	RNF126	669.3
ENST00000256151.7	726	CCDC59	669.2
ENST00000312912.9	3966	KDM3A	669
ENST00000328354.10	1632	CHEK2	669
ENST00000356415.5	555	RAP1A	668.8
ENST00000405201.5	7545	NCOR2	668.2
ENST00000306107.9	1752	ALCAM	668
ENST00000389574.7	2109	SUN1	668
ENST00000372480.1	672	NTMT1	667.6
ENST00000285896.10	879	CNOT8	667.4
ENST00000356521.8	1188	CBWD1	667.3
ENST00000367595.3	849	ACBD6	666.9
ENST00000520429.5	852	CCNC	666.9
ENST00000320848.6	384	MRFAP1L1	666.2
ENST00000389915.3	588	FAM168B	666
ENST00000265564.7	876	EXOSC7	665.6
ENST00000304478.8	1263	RNMTL1	665
ENST00000155674.9	1182	CECR5	664.2
ENST00000369462.5	951	BRCC3	664.1
ENST00000216802.9	720	PSME2	664
ENST00000216962.8	2532	PYGB	663.6
ENST00000377453.7	1224	CLN5	663.6
ENST00000256496.7	561	ARL8B	663.6
ENST00000273783.7	2166	EIF2B5	663
ENST00000330964.9	255	RPS27L	661.5
ENST00000330387.10	1563	CREB3L2	661
ENST00000248070.10	2595	EPS15L1	660.1
ENST00000350997.11	1506	FADS1	660
ENST00000373609.1	1641	TXLNA	660
ENST00000210060.11	1110	DHPS	659.6
ENST00000262428.4	429	COTL1	659.1
ENST00000379540.7	3363	NFX1	659
ENST00000359337.8	5517	PLXNB2	658.9
ENST00000398864.7	1554	AEBP2	658.7
ENST00000263228.3	717	UBE2R2	658.6
ENST00000372813.3	930	TOMM34	658.4
ENST00000345330.8	1197	NPTN	658.3
ENST00000322810.8	14055	PLEC	658.3
ENST00000374692.7	876	TMEM38B	658
ENST00000312184.5	783	TMEM70	657.6
ENST00000308317.10	843	GEMIN2	657.2
ENST00000310512.3	2070	MEPCE	657
ENST00000217109.8	1296	CSTF1	657
ENST00000230354.10	1020	TBP	657
ENST00000485303.5	1650	PVRL3	657
ENST00000305850.9	1020	CENPN	656.8
ENST00000265565.9	3840	SCAP	656.4
ENST00000263629.8	2184	MTIF2	656
ENST00000380325.3	618	MRPS26	656
ENST00000366647.8	2043	GNPAT	655
ENST00000265537.7	2712	LARS2	655
ENST00000471951.6	3705	ZMYND8	654.8
ENST00000378886.6	2643	MCM8	654.8
ENST00000356970.6	1656	CLCC1	654.8
ENST00000358625.3	1005	WDR5	654.7
ENST00000300283.10	1254	CKMT1B	654.6
ENST00000408927.7	1824	RAP1GDS1	654.2
ENST00000282032.3	783	ARL14EP	654
ENST00000279247.10	2145	CAPN1	654
ENST00000299853.9	2127	POLR3E	654
ENST00000397261.7	507	ARPC4	653.7
ENST00000431932.6	5592	DENND4A	653.4
ENST00000307227.9	1299	SUCLG2	653.1
ENST00000398741.5	1530	PRAME	653
ENST00000263245.9	1551	ARFGAP3	653
ENST00000351004.7	1065	GNAI1	652.6
ENST00000310430.10	3984	TNKS	652.1
ENST00000541212.5	672	PSMD9	652
ENST00000337907.7	4701	RERE	651.8
ENST00000283882.3	900	CFDP1	651.8
ENST00000296424.8	738	BDH2	651.8
ENST00000355190.7	1065	C6orf89	651.1
ENST00000317096.8	1140	PARL	651.1
ENST00000262173.7	1431	RNMT	650.9
ENST00000261636.12	546	ARL1	650.9
ENST00000336418.8	582	AP3S2	650.9
ENST00000339486.7	1560	RIOK3	650.7
ENST00000539294.5	1758	YTHDF3	650.5
ENST00000323786.9	2370	COG4	650
ENST00000323959.8	2154	CSTF3	650
ENST00000261407.8	1464	LPCAT3	650
ENST00000203001.6	1494	TRMT6	650
ENST00000357489.7	3042	ZNF451	649.2
ENST00000310473.7	930	UCP2	649
ENST00000372938.9	2697	CIZ1	649
ENST00000378654.8	1392	SUCLA2	649
ENST00000216879.8	1113	NSFL1C	648.8
ENST00000323851.11	1185	NDRG1	648.3
ENST00000274031.7	1101	SETD7	648
ENST00000407270.7	1548	MTA3	648
ENST00000275233.11	5052	SHPRH	648
ENST00000607484.5	381	UQCC2	647.3
ENST00000335686.9	1131	SERPINB6	647
ENST00000311124.8	1776	SLC19A1	646.9
ENST00000375687.8	4626	ASXL1	646.7
ENST00000261303.12	1323	PSMC1	646.7
ENST00000279281.7	2349	VPS51	646.1
ENST00000279392.7	1671	HIRIP3	646
ENST00000361242.8	2520	ATG9A	645.6
ENST00000259569.5	3318	RANBP6	645.4
ENST00000377038.7	996	DFFA	645.1
ENST00000225504.7	354	SUPT4H1	645.1
ENST00000291688.5	5943	MCM3AP	645
ENST00000274813.3	2253	MUT	645
ENST00000379454.8	2277	ASPH	644.8
ENST00000343796.6	2334	NR3C1	644.5
ENST00000264596.3	1818	NEIL3	644.2
ENST00000263035.8	2760	DHTKD1	644
ENST00000303434.8	1131	TRABD	643.9
ENST00000306846.7	1440	PAIP1	643.2
ENST00000383463.8	1065	HMCES	643
ENST00000354105.8	1617	CWF19L1	642.9
ENST00000358867.10	693	TMEM126B	642.9
ENST00000262189.10	14736	KMT2C	642.7
ENST00000379887.8	1674	ARIH1	642
ENST00000353617.6	1122	ARFIP1	641.9
ENST00000305747.10	1155	CERS6	641
ENST00000359644.7	2850	ATP2C1	641
ENST00000229314.9	417	GOLT1B	641
ENST00000256997.7	1272	ACP2	640.4
ENST00000265724.7	3843	ABCB1	640.1
ENST00000264990.10	2343	ACAD11	639.9
ENST00000244815.9	2355	LRRFIP1	639.7
ENST00000229563.5	339	TMEM14C	639.6
ENST00000471389.5	1518	FTO	639.6
ENST00000317615.10	795	PSMG2	639.5
ENST00000588649.6	3693	POLRMT	639.2
ENST00000380412.6	1623	ZNF768	638.7
ENST00000282633.9	4026	FAM21A	638.6
ENST00000359523.6	810	MPZL1	638.6
ENST00000247970.8	492	PIN1	638.4
ENST00000610854.1	1632	NEFL	638
ENST00000370902.7	588	EXOSC1	637.9
ENST00000329271.7	678	GRPEL2	637.2
ENST00000238788.13	2070	TMEM214	637.1
ENST00000284878.11	1098	CXADR	637.1
ENST00000318217.9	3021	MYO1D	636.9
ENST00000369816.4	945	ELOVL4	636.8
ENST00000380062.9	1803	IFT74	636.6
ENST00000310999.11	579	MRPL11	636.5
ENST00000282841.9	903	GGPS1	635.4
ENST00000370542.1	498	LMO4	635
ENST00000308775.6	2688	DAG1	635
ENST00000255174.2	879	OSER1	634.5
ENST00000262815.12	1842	MAU2	634.4
ENST00000358368.4	2568	XAB2	634
ENST00000299106.8	933	JAM3	633.9
ENST00000368905.8	693	SCNM1	633.8
ENST00000443387.2	879	ZNF146	633.5
ENST00000344641.7	789	MRRF	633
ENST00000358731.8	7875	BDP1	632.4
ENST00000372890.5	996	TRUB2	632
ENST00000433351.6	1518	PCYOX1	632
ENST00000361439.8	801	NSMCE1	632
ENST00000235310.7	636	MAD2L2	632
ENST00000225573.4	786	PNPO	632
ENST00000382647.7	312	MRPL36	632
ENST00000206542.8	1008	OSGEP	631.7
ENST00000267068.5	1752	N4BP2L2	631.3
ENST00000366928.9	714	LYPLAL1	631.2
ENST00000184956.10	3546	HEATR6	631
ENST00000297156.3	891	CAMLG	630.8
ENST00000326019.10	2391	SLC4A1AP	630.4
ENST00000265371.8	2772	NRP1	630.2
ENST00000310823.7	2475	ADAM17	630.1
ENST00000216500.9	1020	DHRS7	630
ENST00000255499.2	1287	RNF128	630
ENST00000393630.7	5154	MON2	630
ENST00000261866.11	7332	SPG11	629.7
ENST00000431828.5	2637	KANSL3	629.5
ENST00000393892.7	1266	CNP	629.3
ENST00000310447.9	1359	CASP2	629
ENST00000367590.8	2091	XPR1	629
ENST00000348165.9	3252	UBE3C	629
ENST00000232905.3	342	EIF1B	628.8
ENST00000290921.10	1323	CTBP1	628.6
ENST00000430969.5	8907	TNRC18	628.6
ENST00000294353.6	2235	ZYG11B	628.3
ENST00000338961.10	1134	PTGES2	628
ENST00000361168.9	1497	CLK2	627.2
ENST00000342066.7	2046	SAMD11	627
ENST00000368221.1	417	CRABP2	627
ENST00000370733.4	2364	KIAA1586	626.6
ENST00000357332.7	1047	ASNA1	626.3
ENST00000396049.4	651	MOB1A	626.1
ENST00000239666.8	423	PDZD11	626
ENST00000304800.13	522	TMEM208	625.7
ENST00000219431.4	897	MPG	625.3
ENST00000348403.9	2019	STRBP	625.3
ENST00000340611.8	2466	BRAT1	625
ENST00000230419.8	3213	PTK7	624.9
ENST00000397786.6	6525	MED13	624.7
ENST00000308736.6	3474	DHX37	624.5
ENST00000435064.5	1803	CPSF3L	624.4
ENST00000400324.8	3582	DIAPH3	624
ENST00000298316.6	528	ARF6	624
ENST00000378617.3	3270	PIGO	623.8
ENST00000297578.8	948	SLC25A32	623.5
ENST00000295628.3	1116	LRRC58	623.3
ENST00000276914.6	1314	PLIN2	623.3
ENST00000196371.9	1563	OXCT1	623
ENST00000376887.8	3978	ABCC4	623
ENST00000275428.8	567	GGCT	622.9
ENST00000299335.7	831	COX11	622.6
ENST00000206451.10	750	PSME1	622.6
ENST00000374675.7	1410	SLC39A7	622.5
ENST00000310614.11	639	MRPL48	622
ENST00000241052.4	1584	CAT	622
ENST00000302262.7	2859	GAA	621.9
ENST00000257177.8	4938	ZCCHC11	621
ENST00000307897.9	1776	ZWILCH	620.6
ENST00000432648.7	579	AKIRIN1	620.5
ENST00000234179.6	2673	PRKD3	620.5
ENST00000330374.6	306	VMA21	620.4
ENST00000315082.8	1857	RHOT2	620.4
ENST00000269221.7	1974	C18orf8	620.2
ENST00000612223.4	3945	SYNRG	620
ENST00000254942.7	1629	TERF2	620
ENST00000242059.9	1245	SCRN1	620
ENST00000361627.7	3072	ARHGAP11A	619.8
ENST00000373625.7	1611	KPNA6	619.5
ENST00000312865.10	2244	MED25	619.4
ENST00000368339.9	2667	YY1AP1	619.3
ENST00000369239.9	2418	PNISR	619.2
ENST00000474879.6	2124	LMF2	619
ENST00000435041.2	957	UBE2J1	619
ENST00000300087.6	549	DCTN5	618.8
ENST00000265395.6	1011	HIBADH	618.4
ENST00000250416.9	1752	PARP2	618.2
ENST00000334344.10	5508	ARID2	618.2
ENST00000380943.6	4116	ERBB2IP	617.9
ENST00000253458.11	3654	GSE1	617.4
ENST00000294740.3	2688	ZNF281	617.4
ENST00000381125.8	2355	PFKP	617.3
ENST00000317126.8	1074	ASCC1	617.2
ENST00000316694.7	1452	SHMT1	617
ENST00000587834.5	579	SEC11C	617
ENST00000355610.8	2814	MORC4	617
ENST00000281456.10	897	SLC25A4	616.7
ENST00000380043.7	909	SCML1	616.6
ENST00000260762.10	2415	EXOC6	616
ENST00000412770.6	2646	PPP6R1	616
ENST00000356891.3	978	C12orf29	615.8
ENST00000307602.8	2157	HOOK3	615.7
ENST00000434436.7	876	MBD3	615.3
ENST00000263795.10	1881	WDR76	615
ENST00000202816.5	2556	ESF1	614.9
ENST00000367249.8	918	CYB5R1	614.6
ENST00000357765.6	780	UNC50	614.6
ENST00000263280.10	2262	STRN4	614.2
ENST00000308580.11	1059	TMOD3	614.1
ENST00000325542.9	1503	CEP57	614
ENST00000357311.7	2067	SRPK2	614
ENST00000005340.9	2211	DVL2	613.9
ENST00000311772.9	1056	PPP1R8	613.9
ENST00000362007.5	1221	GLMP	613.8
ENST00000281038.9	1434	NARS2	613.7
ENST00000218104.5	2238	ABCD1	613.6
ENST00000265970.11	5061	PIK3C2A	613
ENST00000370109.7	858	DPH5	613
ENST00000361675.6	2382	CALD1	612.6
ENST00000366510.3	1290	SCCPDH	612.1
ENST00000315368.7	2427	ANAPC4	612
ENST00000355237.6	1569	OCLN	612
ENST00000300917.9	2976	SMG8	612
ENST00000263360.10	1326	EED	612
ENST00000337195.9	1338	CTBP2	611.4
ENST00000306897.8	579	RAC3	611.1
ENST00000443649.7	720	DIABLO	611
ENST00000229595.5	615	ASF1A	610.2
ENST00000341333.9	942	TEX264	610
ENST00000276202.8	6222	DOCK11	609.6
ENST00000261244.9	4419	KIAA0586	609.4
ENST00000380985.9	2115	NLN	609.1
ENST00000253122.9	1908	SLC6A8	608.8
ENST00000379542.9	345	TMEM14B	608.7
ENST00000379982.7	1836	RHOBTB3	608.6
ENST00000382745.8	2418	CLCN7	608.5
ENST00000306306.7	774	REEP4	608.1
ENST00000258742.9	1272	NUPL2	607.9
ENST00000261647.9	1143	TTC19	607.8
ENST00000334352.8	2472	USP16	607
ENST00000297135.7	2583	COG5	607
ENST00000278903.10	1023	EI24	606.5
ENST00000260327.8	1401	CTDSPL2	606.2
ENST00000383820.9	1056	RPUSD3	605
ENST00000321556.4	1746	PINK1	604.9
ENST00000389834.8	1668	TMEM87A	604.6
ENST00000398812.6	1785	GRB10	604
ENST00000397752.7	4173	MET	604
ENST00000331134.10	1827	NPLOC4	604
ENST00000261308.9	1941	PPWD1	604
ENST00000233057.8	1656	EIF2AK2	604
ENST00000382871.3	4134	ZMYM2	603.9
ENST00000470487.5	2091	GOLIM4	603.4
ENST00000376083.7	3561	AGTPBP1	603.1
ENST00000274364.10	4728	IQGAP2	603
ENST00000351111.6	786	MRPL10	603
ENST00000304916.3	933	FAM84B	603
ENST00000429772.6	753	TMEM106C	603
ENST00000503787.5	630	GPX8	602.9
ENST00000243077.7	13635	LRP1	602.4
