"notstall"	"other"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"4178"	4	15	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SH3YL1"
"4179"	4	15	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"PPP4R2"
"4180"	4	9	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CEPT1"
"4181"	4	12	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"FKBP5"
"4182"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TES"
"4183"	4	24	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CTPS2"
"4184"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CXorf40A"
"4185"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CELA2A"
"4186"	4	1	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"LHFPL5"
"4187"	4	3	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CLEC4C"
"4188"	4	24	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"DPP4"
"4189"	4	18	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ZNF277"
"4190"	4	15	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ADSS"
"4191"	4	1	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"G0S2"
"4192"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CENPW"
"4193"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"RGS10"
"4194"	4	7	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CA14"
"4195"	4	21	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"LRIF1"
"4196"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"LMO4"
"4197"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"C10orf62"
"4198"	4	2	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"PTGDS"
"4199"	4	11	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"GHITM"
"4200"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"BEX4"
"4201"	4	12	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"EYA3"
"4202"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"MRPL50"
"4203"	4	13	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TMEFF1"
"4204"	4	6	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TNFSF13B"
"4205"	4	24	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"MASTL"
"4206"	4	7	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ACTRT2"
"4207"	4	21	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SNX2"
"4208"	4	6	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"NOXRED1"
"4209"	4	13	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"FAM49A"
"4210"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CDC37L1"
"4211"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"AQP4"
"4212"	4	1	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ARL4C"
"4213"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"PDCD10"
"4214"	4	28	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ZBBX"
"4215"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TMEM119"
"4216"	4	24	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"BBOF1"
"4217"	4	15	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"GSTCD"
"4218"	4	11	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CAPSL"
"4219"	4	10	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"BLOC1S5"
"4220"	4	9	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SZRD1"
"4221"	4	5	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"METTL21A"
"4222"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ERLIN1"
"4223"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CEP19"
"4224"	4	14	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CDRT15"
"4225"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"EIF4E3"
"4226"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"LTB"
"4227"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"FAM231A"
"4228"	4	17	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"LAX1"
"4229"	4	18	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ZNF619"
"4230"	4	10	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"PLEKHA8"
"4231"	4	10	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ARL13A"
"4232"	4	7	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TAMM41"
"4233"	4	11	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"RAD51B"
"4234"	4	6	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SMIM4"
"4235"	4	17	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"DPPA2"
"4236"	4	14	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"DCANP1"
"4237"	4	10	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TTC23L"
"4238"	4	11	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"DAPP1"
"4239"	4	1	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TMEM216"
"4240"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SAP25"
"4241"	4	2	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"TMEM116"
"4242"	4	3	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"MAP1LC3B2"
"4243"	4	14	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"SLC35F4"
"4244"	4	9	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"ANKRD66"
"4245"	4	12	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CNTD1"
"4246"	4	2	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"PET100"
"4247"	4	8	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"CT45A10"
"4248"	4	4	2	6	1.58693914982199	1.08037486038367	0.382331045755105	"GATSL2"
"4249"	24	31	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"PPP1R18"
"4250"	24	15	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"NXF1"
"4251"	24	23	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"PATL1"
"4252"	24	6	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"NFE2L1"
"4253"	24	53	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"SCAF8"
"4254"	24	16	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"MAP4K1"
"4255"	24	12	10	34	8.99265518232459	2.57180658047565	0.391687627414462	"HIPK2"
"4256"	37	46	15	52	13.7534726317906	3.18053747096697	0.391923497078144	"DOCK5"
"4257"	37	22	15	52	13.7534726317906	3.18053747096697	0.391923497078144	"VARS2"
"4258"	37	25	15	52	13.7534726317906	3.18053747096697	0.391923497078144	"CCHCR1"
"4259"	50	24	20	70	18.5142900812565	3.69018266771064	0.402611483638345	"ANKRD24"
"4260"	29	33	12	41	10.8440841904502	2.8241695946747	0.409294049383356	"FAM65C"
"4261"	29	5	12	41	10.8440841904502	2.8241695946747	0.409294049383356	"FURIN"
"4262"	29	10	12	41	10.8440841904502	2.8241695946747	0.409294049383356	"ITGA5"
"4263"	29	18	12	41	10.8440841904502	2.8241695946747	0.409294049383356	"SEMA4F"
"4264"	34	9	14	48	12.6955131985759	3.05576156000305	0.426894172143067	"GRIPAP1"
"4265"	47	7	19	66	17.4563306480419	3.58319804482523	0.430807712174179	"SART1"
"4266"	16	16	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"PTPRA"
"4267"	16	10	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ATG14"
"4268"	16	25	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ZNF251"
"4269"	16	8	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"RNF25"
"4270"	16	12	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ABR"
"4271"	16	21	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"CSTF3"
"4272"	16	55	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"FAM186A"
"4273"	16	9	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"FLRT2"
"4274"	16	17	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"P4HA3"
"4275"	16	48	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"KNTC1"
"4276"	16	42	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"FAM184A"
"4277"	16	32	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"HELLS"
"4278"	16	6	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"PIP5K1A"
"4279"	16	3	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"STOML2"
"4280"	16	16	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ACBD3"
"4281"	16	42	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ENAH"
"4282"	16	44	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"PKN2"
"4283"	16	27	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"TEX10"
"4284"	16	10	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"TXNRD2"
"4285"	16	30	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"CCDC14"
"4286"	16	73	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"KIAA2012"
"4287"	16	11	7	23	6.08326674098428	2.11525515780909	0.433391336090744	"ASPG"
"4288"	11	11	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SLC8B1"
"4289"	11	2	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MAPK13"
"4290"	11	25	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SIRT1"
"4291"	11	2	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NPRL2"
"4292"	11	19	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SLC5A9"
"4293"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"TBX4"
"4294"	11	19	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"AHR"
"4295"	11	3	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ELK1"
"4296"	11	2	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"DGCR6L"
"4297"	11	24	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ABCB7"
"4298"	11	23	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"DSC1"
"4299"	11	30	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SLC24A1"
"4300"	11	7	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MPND"
"4301"	11	25	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"CNTN3"
"4302"	11	12	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ARCN1"
"4303"	11	19	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"KCNN2"
"4304"	11	30	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ZNF45"
"4305"	11	14	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NOCT"
"4306"	11	35	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ZNF333"
"4307"	11	17	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"RGS20"
"4308"	11	3	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"RPP25L"
"4309"	11	15	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PSMD1"
"4310"	11	7	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"STX4"
"4311"	11	12	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"AACS"
"4312"	11	11	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NIM1K"
"4313"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NPLOC4"
"4314"	11	20	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SEL1L"
"4315"	11	14	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PHF10"
"4316"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"RANBP3"
"4317"	11	16	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MALT1"
"4318"	11	21	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PTPN11"
"4319"	11	25	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PDE5A"
"4320"	11	31	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"OPHN1"
"4321"	11	13	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SRPK2"
"4322"	11	19	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"LRRTM3"
"4323"	11	14	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NPHS2"
"4324"	11	13	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"HBS1L"
"4325"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NR1I3"
"4326"	11	17	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"BMP5"
"4327"	11	28	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NOC3L"
"4328"	11	11	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MKNK1"
"4329"	11	2	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"RIMS3"
"4330"	11	8	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"UTP11L"
"4331"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MRPS15"
"4332"	11	4	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PSMB8"
"4333"	11	11	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MKX"
"4334"	11	22	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MLLT10"
"4335"	11	7	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SPEF1"
"4336"	11	6	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"C15orf59"
"4337"	11	17	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"TXLNG"
"4338"	11	11	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SHOX2"
"4339"	11	13	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"URI1"
"4340"	11	25	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"LARP4"
"4341"	11	5	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SLC25A45"
"4342"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SLC2A7"
"4343"	11	48	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"MBD5"
"4344"	11	7	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"INPP5K"
"4345"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"AARSD1"
"4346"	11	52	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"ZGRF1"
"4347"	11	14	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"TMEM44"
"4348"	11	16	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"SV2C"
"4349"	11	10	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"PNMA2"
"4350"	11	5	5	16	4.23183773285863	1.76424475924707	0.435405724242706	"NOP16"
"4351"	21	55	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"RTTN"
"4352"	21	15	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"PTX4"
"4353"	21	28	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"EGFLAM"
"4354"	21	10	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"CDH5"
"4355"	21	26	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"INPP5F"
"4356"	21	13	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"CPSF7"
"4357"	21	40	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"FER1L6"
"4358"	21	4	9	30	7.93469574910993	2.41579162899973	0.440975222408218	"PHKG2"
"4359"	60	63	24	84	22.2171480975078	4.04239257683942	0.441038782998688	"BZRAP1"
"4360"	26	42	11	37	9.78612475723559	2.68287047895577	0.452453911691212	"SOS2"
"4361"	26	41	11	37	9.78612475723559	2.68287047895577	0.452453911691212	"ZKSCAN2"
"4362"	26	56	11	37	9.78612475723559	2.68287047895577	0.452453911691212	"RNF6"
"4363"	26	26	11	37	9.78612475723559	2.68287047895577	0.452453911691212	"COL16A1"
"4364"	26	35	11	37	9.78612475723559	2.68287047895577	0.452453911691212	"BMS1"
"4365"	6	5	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NDUFB4"
"4366"	6	27	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"HTATSF1"
"4367"	6	5	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"HMOX2"
"4368"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MYF5"
"4369"	6	1	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TUSC2"
"4370"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TTL"
"4371"	6	1	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PLEKHB2"
"4372"	6	0	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"DLX2"
"4373"	6	25	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FASTKD2"
"4374"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"DEPDC7"
"4375"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TCP11"
"4376"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CALU"
"4377"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"EPO"
"4378"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"YIPF2"
"4379"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NOL11"
"4380"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CCDC59"
"4381"	6	18	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"BIVM"
"4382"	6	24	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"OASL"
"4383"	6	15	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TFCP2"
"4384"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"EDAR"
"4385"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MAPK6"
"4386"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CNOT6"
"4387"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SCPEP1"
"4388"	6	15	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ERP44"
"4389"	6	13	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PNO1"
"4390"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"DGUOK"
"4391"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CPVL"
"4392"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"POLB"
"4393"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"EXOSC7"
"4394"	6	2	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"GLIPR1"
"4395"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RAB20"
"4396"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PRCC"
"4397"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"AP1AR"
"4398"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"GAS2"
"4399"	6	22	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FER"
"4400"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ABHD3"
"4401"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"STC1"
"4402"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RSPH1"
"4403"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PDXK"
"4404"	6	18	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ARHGAP15"
"4405"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"STPG2"
"4406"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RANBP3L"
"4407"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TMEM74"
"4408"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SEC61A2"
"4409"	6	20	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FAM175B"
"4410"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TCP11L2"
"4411"	6	36	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ZNF91"
"4412"	6	13	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FNTA"
"4413"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MTCH2"
"4414"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ATP6V1G2"
"4415"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PTCRA"
"4416"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SOSTDC1"
"4417"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RNF146"
"4418"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TMEM255A"
"4419"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TAF7"
"4420"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SKA3"
"4421"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"WSB2"
"4422"	6	22	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"HNRNPH2"
"4423"	6	20	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TACC1"
"4424"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FIBIN"
"4425"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CPN2"
"4426"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"KCNJ1"
"4427"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CLEC4M"
"4428"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"C11orf87"
"4429"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TNFAIP8L3"
"4430"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CIB1"
"4431"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RIPPLY3"
"4432"	6	15	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NR2C1"
"4433"	6	2	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"UXT"
"4434"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MRPL40"
"4435"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"HOMER1"
"4436"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"EDNRB"
"4437"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"C9orf47"
"4438"	6	5	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"BRE"
"4439"	6	15	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ALKBH2"
"4440"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CREM"
"4441"	6	11	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SNRPN"
"4442"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MYNN"
"4443"	6	25	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"LRRIQ3"
"4444"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"GMPR2"
"4445"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SFXN4"
"4446"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"GTF2E2"
"4447"	6	18	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CLCC1"
"4448"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"C7orf50"
"4449"	6	7	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"POP5"
"4450"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SLAIN1"
"4451"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SGMS2"
"4452"	6	0	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CMTM5"
"4453"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"OR2W3"
"4454"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SCCPDH"
"4455"	6	35	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SDCCAG8"
"4456"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NSL1"
"4457"	6	2	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TMEM9"
"4458"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"HSD3B1"
"4459"	6	10	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NSDHL"
"4460"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"OGFRL1"
"4461"	6	20	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CLCA4"
"4462"	6	18	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"CYP2C8"
"4463"	6	14	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SUPT3H"
"4464"	6	17	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"IFIT1"
"4465"	6	13	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"EXOSC2"
"4466"	6	16	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"TBX22"
"4467"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"IL2RG"
"4468"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PDIK1L"
"4469"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"RNF5"
"4470"	6	19	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"THNSL1"
"4471"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SLC2A5"
"4472"	6	3	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NDP"
"4473"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"PODXL"
"4474"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"IST1"
"4475"	6	6	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"AKR1C2"
"4476"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"E2F6"
"4477"	6	15	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"LNP1"
"4478"	6	20	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"STK38L"
"4479"	6	19	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"KIAA0226L"
"4480"	6	1	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FAM127C"
"4481"	6	5	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"LRRC29"
"4482"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"NIT2"
"4483"	6	12	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"MTHFD2L"
"4484"	6	4	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"LMO2"
"4485"	6	9	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"SLC5A12"
"4486"	6	8	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"ICA1"
"4487"	6	1	3	9	2.38040872473298	1.3231835694353	0.468257987462348	"FITM2"
