"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"339"	"GO:0042220"	"response to cocaine"	49	7	NA	"0.01157"
"340"	"GO:2000737"	"negative regulation of stem cell differe..."	18	4	NA	"0.01158"
"341"	"GO:0048640"	"negative regulation of developmental gro..."	73	9	NA	"0.01163"
"342"	"GO:0006024"	"glycosaminoglycan biosynthetic process"	112	12	NA	"0.01173"
"343"	"GO:0006816"	"calcium ion transport"	364	29	NA	"0.01176"
"344"	"GO:0007618"	"mating"	38	6	NA	"0.01178"
"345"	"GO:0014075"	"response to amine"	38	6	NA	"0.01178"
"346"	"GO:0046461"	"neutral lipid catabolic process"	38	6	NA	"0.01178"
"347"	"GO:0046464"	"acylglycerol catabolic process"	38	6	NA	"0.01178"
"348"	"GO:1901186"	"positive regulation of ERBB signaling pa..."	38	6	NA	"0.01178"
"349"	"GO:0060047"	"heart contraction"	256	22	NA	"0.01180"
"350"	"GO:0071230"	"cellular response to amino acid stimulus"	61	8	NA	"0.01187"
"351"	"GO:0044264"	"cellular polysaccharide metabolic proces..."	86	10	NA	"0.01197"
"352"	"GO:0034063"	"stress granule assembly"	10	3	NA	"0.01210"
"353"	"GO:0040015"	"negative regulation of multicellular org..."	10	3	NA	"0.01210"
"354"	"GO:0060346"	"bone trabecula formation"	10	3	NA	"0.01210"
"355"	"GO:0015850"	"organic hydroxy compound transport"	212	19	NA	"0.01224"
"356"	"GO:0071560"	"cellular response to transforming growth..."	212	19	NA	"0.01224"
"357"	"GO:0010605"	"negative regulation of macromolecule met..."	2426	147	NA	"0.01241"
"358"	"GO:0006023"	"aminoglycan biosynthetic process"	113	12	NA	"0.01253"
"359"	"GO:0006351"	"transcription, DNA-templated"	3611	211	NA	"0.01254"
"360"	"GO:0007194"	"negative regulation of adenylate cyclase..."	28	5	NA	"0.01259"
"361"	"GO:0032892"	"positive regulation of organic acid tran..."	28	5	NA	"0.01259"
"362"	"GO:0035666"	"TRIF-dependent toll-like receptor signal..."	28	5	NA	"0.01259"
"363"	"GO:0019219"	"regulation of nucleobase-containing comp..."	3969	230	NA	"0.01279"
"364"	"GO:0048747"	"muscle fiber development"	50	7	NA	"0.01288"
"365"	"GO:0071495"	"cellular response to endogenous stimulus"	1209	79	NA	"0.01298"
"366"	"GO:0045664"	"regulation of neuron differentiation"	528	39	NA	"0.01302"
"367"	"GO:0015909"	"long-chain fatty acid transport"	62	8	NA	"0.01304"
"368"	"GO:0048666"	"neuron development"	949	64	NA	"0.01307"
"369"	"GO:0003015"	"heart process"	259	22	NA	"0.01337"
"370"	"GO:0007611"	"learning or memory"	214	19	NA	"0.01343"
"371"	"GO:0001708"	"cell fate specification"	75	9	NA	"0.01376"
"372"	"GO:0007215"	"glutamate receptor signaling pathway"	75	9	NA	"0.01376"
"373"	"GO:0060562"	"epithelial tube morphogenesis"	306	25	NA	"0.01385"
"374"	"GO:0050804"	"modulation of synaptic transmission"	291	24	NA	"0.01410"
"375"	"GO:0045995"	"regulation of embryonic development"	115	12	NA	"0.01427"
"376"	"GO:0060538"	"skeletal muscle organ development"	157	15	NA	"0.01434"
"377"	"GO:0060322"	"head development"	698	49	NA	"0.01441"
"378"	"GO:0051960"	"regulation of nervous system development"	732	51	NA	"0.01450"
"379"	"GO:0048741"	"skeletal muscle fiber development"	29	5	NA	"0.01458"
"380"	"GO:0070873"	"regulation of glycogen metabolic process"	29	5	NA	"0.01458"
"381"	"GO:0001649"	"osteoblast differentiation"	201	18	NA	"0.01460"
"382"	"GO:0050890"	"cognition"	246	21	NA	"0.01464"
"383"	"GO:0043270"	"positive regulation of ion transport"	216	19	NA	"0.01470"
"384"	"GO:0030097"	"hemopoiesis"	716	50	NA	"0.01481"
"385"	"GO:0042391"	"regulation of membrane potential"	371	29	NA	"0.01494"
"386"	"GO:0030818"	"negative regulation of cAMP biosynthetic..."	40	6	NA	"0.01503"
"387"	"GO:0031638"	"zymogen activation"	40	6	NA	"0.01503"
"388"	"GO:0060428"	"lung epithelium development"	40	6	NA	"0.01503"
"389"	"GO:2000736"	"regulation of stem cell differentiation"	40	6	NA	"0.01503"
"390"	"GO:2001259"	"positive regulation of cation channel ac..."	40	6	NA	"0.01503"
"391"	"GO:0097659"	"nucleic acid-templated transcription"	3628	211	NA	"0.01522"
"392"	"GO:0009952"	"anterior/posterior pattern specification"	202	18	NA	"0.01530"
"393"	"GO:0006461"	"protein complex assembly"	1324	85	NA	"0.01541"
"394"	"GO:0070271"	"protein complex biogenesis"	1324	85	NA	"0.01541"
"395"	"GO:0035914"	"skeletal muscle cell differentiation"	64	8	NA	"0.01563"
"396"	"GO:0009719"	"response to endogenous stimulus"	1556	98	NA	"0.01570"
"397"	"GO:1904062"	"regulation of cation transmembrane trans..."	248	21	NA	"0.01590"
"398"	"GO:0021537"	"telencephalon development"	233	20	NA	"0.01602"
"399"	"GO:0010872"	"regulation of cholesterol esterification"	11	3	NA	"0.01602"
"400"	"GO:0033605"	"positive regulation of catecholamine sec..."	11	3	NA	"0.01602"
"401"	"GO:0031280"	"negative regulation of cyclase activity"	30	5	NA	"0.01679"
"402"	"GO:0034377"	"plasma lipoprotein particle assembly"	20	4	NA	"0.01691"
"403"	"GO:1900543"	"negative regulation of purine nucleotide..."	65	8	NA	"0.01705"
"404"	"GO:0048534"	"hematopoietic or lymphoid organ developm..."	756	52	NA	"0.01707"
"405"	"GO:0007423"	"sensory organ development"	505	37	NA	"0.01715"
"406"	"GO:0051049"	"regulation of transport"	1760	109	NA	"0.01742"
"407"	"GO:0045761"	"regulation of adenylate cyclase activity"	78	9	NA	"0.01747"
"408"	"GO:0003002"	"regionalization"	329	26	NA	"0.01803"
"409"	"GO:0006606"	"protein import into nucleus"	267	22	NA	"0.01839"
"410"	"GO:0044744"	"protein targeting to nucleus"	267	22	NA	"0.01839"
"411"	"GO:0051171"	"regulation of nitrogen compound metaboli..."	4230	242	NA	"0.01854"
"412"	"GO:0045980"	"negative regulation of nucleotide metabo..."	66	8	NA	"0.01857"
"413"	"GO:0030799"	"regulation of cyclic nucleotide metaboli..."	162	15	NA	"0.01860"
"414"	"GO:0007517"	"muscle organ development"	346	27	NA	"0.01875"
"415"	"GO:0030803"	"negative regulation of cyclic nucleotide..."	42	6	NA	"0.01886"
"416"	"GO:0032371"	"regulation of sterol transport"	42	6	NA	"0.01886"
"417"	"GO:0032374"	"regulation of cholesterol transport"	42	6	NA	"0.01886"
"418"	"GO:0045776"	"negative regulation of blood pressure"	42	6	NA	"0.01886"
"419"	"GO:0070849"	"response to epidermal growth factor"	42	6	NA	"0.01886"
"420"	"GO:0071229"	"cellular response to acid chemical"	192	17	NA	"0.01912"
"421"	"GO:0006940"	"regulation of smooth muscle contraction"	54	7	NA	"0.01918"
"422"	"GO:0034645"	"cellular macromolecule biosynthetic proc..."	4785	271	NA	"0.01941"
"423"	"GO:0022612"	"gland morphogenesis"	120	12	NA	"0.01942"
"424"	"GO:0032774"	"RNA biosynthetic process"	3745	216	NA	"0.01961"
"425"	"GO:0048878"	"chemical homeostasis"	1004	66	NA	"0.01967"
"426"	"GO:0051271"	"negative regulation of cellular componen..."	238	20	NA	"0.01971"
"427"	"GO:0009235"	"cobalamin metabolic process"	21	4	NA	"0.02006"
"428"	"GO:1904886"	"beta-catenin destruction complex disasse..."	21	4	NA	"0.02006"
"429"	"GO:0061337"	"cardiac conduction"	135	13	NA	"0.02044"
"430"	"GO:0070252"	"actin-mediated cell contraction"	107	11	NA	"0.02046"
"431"	"GO:0010896"	"regulation of triglyceride catabolic pro..."	12	3	NA	"0.02056"
"432"	"GO:0015812"	"gamma-aminobutyric acid transport"	12	3	NA	"0.02056"
"433"	"GO:0033700"	"phospholipid efflux"	12	3	NA	"0.02056"
"434"	"GO:0045741"	"positive regulation of epidermal growth ..."	12	3	NA	"0.02056"
"435"	"GO:0061430"	"bone trabecula morphogenesis"	12	3	NA	"0.02056"
"436"	"GO:1905809"	"negative regulation of synapse organizat..."	12	3	NA	"0.02056"
"437"	"GO:0017038"	"protein import"	317	25	NA	"0.02057"
"438"	"GO:1902593"	"single-organism nuclear import"	270	22	NA	"0.02061"
"439"	"GO:0048598"	"embryonic morphogenesis"	562	40	NA	"0.02082"
"440"	"GO:0045599"	"negative regulation of fat cell differen..."	43	6	NA	"0.02101"
"441"	"GO:0009100"	"glycoprotein metabolic process"	398	30	NA	"0.02119"
"442"	"GO:0051339"	"regulation of lyase activity"	94	10	NA	"0.02132"
"443"	"GO:0008016"	"regulation of heart contraction"	225	19	NA	"0.02163"
"444"	"GO:0002756"	"MyD88-independent toll-like receptor sig..."	32	5	NA	"0.02183"
"445"	"GO:0014904"	"myotube cell development"	32	5	NA	"0.02183"
"446"	"GO:0042596"	"fear response"	32	5	NA	"0.02183"
"447"	"GO:0042755"	"eating behavior"	32	5	NA	"0.02183"
"448"	"GO:0051350"	"negative regulation of lyase activity"	32	5	NA	"0.02183"
"449"	"GO:0000271"	"polysaccharide biosynthetic process"	68	8	NA	"0.02188"
"450"	"GO:0007179"	"transforming growth factor beta receptor..."	166	15	NA	"0.02266"
"451"	"GO:1905952"	"regulation of lipid localization"	123	12	NA	"0.02310"
"452"	"GO:0071822"	"protein complex subunit organization"	1527	95	NA	"0.02312"
"453"	"GO:0046717"	"acid secretion"	109	11	NA	"0.02314"
"454"	"GO:0050433"	"regulation of catecholamine secretion"	44	6	NA	"0.02331"
"455"	"GO:0002021"	"response to dietary excess"	22	4	NA	"0.02356"
"456"	"GO:0048103"	"somatic stem cell division"	22	4	NA	"0.02356"
"457"	"GO:0060669"	"embryonic placenta morphogenesis"	22	4	NA	"0.02356"
"458"	"GO:0035270"	"endocrine system development"	124	12	NA	"0.02444"
"459"	"GO:0032885"	"regulation of polysaccharide biosyntheti..."	33	5	NA	"0.02468"
"460"	"GO:0051254"	"positive regulation of RNA metabolic pro..."	1407	88	NA	"0.02515"
"461"	"GO:0000122"	"negative regulation of transcription fro..."	740	50	NA	"0.02546"
"462"	"GO:0021954"	"central nervous system neuron developmen..."	70	8	NA	"0.02559"
"463"	"GO:0003085"	"negative regulation of systemic arterial..."	13	3	NA	"0.02574"
"464"	"GO:0007320"	"insemination"	13	3	NA	"0.02574"
"465"	"GO:0016074"	"snoRNA metabolic process"	13	3	NA	"0.02574"
"466"	"GO:0035589"	"G-protein coupled purinergic nucleotide ..."	13	3	NA	"0.02574"
"467"	"GO:0043568"	"positive regulation of insulin-like grow..."	13	3	NA	"0.02574"
"468"	"GO:0044794"	"positive regulation by host of viral pro..."	13	3	NA	"0.02574"
"469"	"GO:0048934"	"peripheral nervous system neuron differe..."	13	3	NA	"0.02574"
"470"	"GO:0048935"	"peripheral nervous system neuron develop..."	13	3	NA	"0.02574"
"471"	"GO:0060253"	"negative regulation of glial cell prolif..."	13	3	NA	"0.02574"
"472"	"GO:0071688"	"striated muscle myosin thick filament as..."	13	3	NA	"0.02574"
"473"	"GO:1990845"	"adaptive thermogenesis"	13	3	NA	"0.02574"
"474"	"GO:0030809"	"negative regulation of nucleotide biosyn..."	45	6	NA	"0.02577"
"475"	"GO:0046579"	"positive regulation of Ras protein signa..."	45	6	NA	"0.02577"
"476"	"GO:1900372"	"negative regulation of purine nucleotide..."	45	6	NA	"0.02577"
"477"	"GO:1904589"	"regulation of protein import"	169	15	NA	"0.02611"
"478"	"GO:0045893"	"positive regulation of transcription, DN..."	1338	84	NA	"0.02615"
"479"	"GO:1903508"	"positive regulation of nucleic acid-temp..."	1338	84	NA	"0.02615"
"480"	"GO:0002520"	"immune system development"	793	53	NA	"0.02620"
"481"	"GO:0051094"	"positive regulation of developmental pro..."	1143	73	NA	"0.02635"
"482"	"GO:0061448"	"connective tissue development"	230	19	NA	"0.02644"
"483"	"GO:0021915"	"neural tube development"	155	14	NA	"0.02714"
"484"	"GO:0032355"	"response to estradiol"	126	12	NA	"0.02728"
"485"	"GO:0002683"	"negative regulation of immune system pro..."	374	28	NA	"0.02736"
"486"	"GO:0006297"	"nucleotide-excision repair, DNA gap fill..."	23	4	NA	"0.02740"
"487"	"GO:0043567"	"regulation of insulin-like growth factor..."	23	4	NA	"0.02740"
"488"	"GO:0065005"	"protein-lipid complex assembly"	23	4	NA	"0.02740"
"489"	"GO:0010717"	"regulation of epithelial to mesenchymal ..."	71	8	NA	"0.02760"
"490"	"GO:0050922"	"negative regulation of chemotaxis"	34	5	NA	"0.02776"
"491"	"GO:1903170"	"negative regulation of calcium ion trans..."	34	5	NA	"0.02776"
"492"	"GO:0030514"	"negative regulation of BMP signaling pat..."	46	6	NA	"0.02841"
"493"	"GO:2000273"	"positive regulation of receptor activity"	46	6	NA	"0.02841"
"494"	"GO:0010468"	"regulation of gene expression"	4254	241	NA	"0.02844"
"495"	"GO:0035239"	"tube morphogenesis"	343	26	NA	"0.02857"
"496"	"GO:0061053"	"somite development"	85	9	NA	"0.02888"
"497"	"GO:0019725"	"cellular homeostasis"	799	53	NA	"0.02960"
"498"	"GO:0072078"	"nephron tubule morphogenesis"	72	8	NA	"0.02972"
"499"	"GO:0033692"	"cellular polysaccharide biosynthetic pro..."	59	7	NA	"0.02975"
"500"	"GO:0072091"	"regulation of stem cell proliferation"	59	7	NA	"0.02975"
"501"	"GO:0007010"	"cytoskeleton organization"	1116	71	NA	"0.03041"
"502"	"GO:0009653"	"anatomical structure morphogenesis"	2331	138	NA	"0.03053"
"503"	"GO:0031345"	"negative regulation of cell projection o..."	143	13	NA	"0.03100"
"504"	"GO:0007271"	"synaptic transmission, cholinergic"	35	5	NA	"0.03107"
"505"	"GO:0030431"	"sleep"	35	5	NA	"0.03107"
"506"	"GO:0071827"	"plasma lipoprotein particle organization"	35	5	NA	"0.03107"
"507"	"GO:0035094"	"response to nicotine"	47	6	NA	"0.03121"
"508"	"GO:0030168"	"platelet activation"	158	14	NA	"0.03129"
"509"	"GO:0060537"	"muscle tissue development"	346	26	NA	"0.03134"
"510"	"GO:0002070"	"epithelial cell maturation"	14	3	NA	"0.03154"
"511"	"GO:0031034"	"myosin filament assembly"	14	3	NA	"0.03154"
"512"	"GO:0035864"	"response to potassium ion"	14	3	NA	"0.03154"
"513"	"GO:0045723"	"positive regulation of fatty acid biosyn..."	14	3	NA	"0.03154"
"514"	"GO:0050961"	"detection of temperature stimulus involv..."	14	3	NA	"0.03154"
"515"	"GO:0050965"	"detection of temperature stimulus involv..."	14	3	NA	"0.03154"
"516"	"GO:0051044"	"positive regulation of membrane protein ..."	14	3	NA	"0.03154"
"517"	"GO:0030517"	"negative regulation of axon extension"	24	4	NA	"0.03159"
"518"	"GO:0034695"	"response to prostaglandin E"	24	4	NA	"0.03159"
"519"	"GO:0043537"	"negative regulation of blood vessel endo..."	24	4	NA	"0.03159"
"520"	"GO:0072012"	"glomerulus vasculature development"	24	4	NA	"0.03159"
"521"	"GO:0034637"	"cellular carbohydrate biosynthetic proce..."	73	8	NA	"0.03194"
"522"	"GO:2000177"	"regulation of neural precursor cell prol..."	73	8	NA	"0.03194"
"523"	"GO:0050767"	"regulation of neurogenesis"	648	44	NA	"0.03216"
"524"	"GO:0043902"	"positive regulation of multi-organism pr..."	159	14	NA	"0.03277"
"525"	"GO:0014706"	"striated muscle tissue development"	332	25	NA	"0.03354"
"526"	"GO:0003008"	"system process"	1898	114	NA	"0.03362"
"527"	"GO:0007270"	"neuron-neuron synaptic transmission"	130	12	NA	"0.03367"
"528"	"GO:0030879"	"mammary gland development"	130	12	NA	"0.03367"
"529"	"GO:0015718"	"monocarboxylic acid transport"	145	13	NA	"0.03416"
"530"	"GO:0046426"	"negative regulation of JAK-STAT cascade"	48	6	NA	"0.03419"
"531"	"GO:1904893"	"negative regulation of STAT cascade"	48	6	NA	"0.03419"
"532"	"GO:0072088"	"nephron epithelium morphogenesis"	74	8	NA	"0.03428"
"533"	"GO:1901019"	"regulation of calcium ion transmembrane ..."	74	8	NA	"0.03428"
"534"	"GO:0050808"	"synapse organization"	237	19	NA	"0.03448"
"535"	"GO:0002755"	"MyD88-dependent toll-like receptor signa..."	36	5	NA	"0.03462"
"536"	"GO:0019068"	"virion assembly"	36	5	NA	"0.03462"
"537"	"GO:2000648"	"positive regulation of stem cell prolife..."	36	5	NA	"0.03462"
"538"	"GO:0015908"	"fatty acid transport"	88	9	NA	"0.03509"
"539"	"GO:0061351"	"neural precursor cell proliferation"	131	12	NA	"0.03542"
"540"	"GO:0072511"	"divalent inorganic cation transport"	416	30	NA	"0.03553"
"541"	"GO:0048839"	"inner ear development"	176	15	NA	"0.03568"
"542"	"GO:0009059"	"macromolecule biosynthetic process"	4947	276	NA	"0.03606"
"543"	"GO:1902680"	"positive regulation of RNA biosynthetic ..."	1359	84	NA	"0.03615"
"544"	"GO:0060070"	"canonical Wnt signaling pathway"	286	22	NA	"0.03617"
"545"	"GO:2000146"	"negative regulation of cell motility"	223	18	NA	"0.03667"
"546"	"GO:0021536"	"diencephalon development"	75	8	NA	"0.03673"
"547"	"GO:0021700"	"developmental maturation"	239	19	NA	"0.03707"
"548"	"GO:0006584"	"catecholamine metabolic process"	49	6	NA	"0.03735"
"549"	"GO:0009712"	"catechol-containing compound metabolic p..."	49	6	NA	"0.03735"
"550"	"GO:0031102"	"neuron projection regeneration"	49	6	NA	"0.03735"
"551"	"GO:0009987"	"cellular process"	14625	760	NA	"0.03750"
"552"	"GO:0006575"	"cellular modified amino acid metabolic p..."	162	14	NA	"0.03752"
"553"	"GO:0048863"	"stem cell differentiation"	162	14	NA	"0.03752"
"554"	"GO:0055001"	"muscle cell development"	147	13	NA	"0.03755"
"555"	"GO:0021872"	"forebrain generation of neurons"	62	7	NA	"0.03768"
"556"	"GO:1903524"	"positive regulation of blood circulation"	62	7	NA	"0.03768"
"557"	"GO:0021794"	"thalamus development"	15	3	NA	"0.03797"
"558"	"GO:0031033"	"myosin filament organization"	15	3	NA	"0.03797"
"559"	"GO:0032305"	"positive regulation of icosanoid secreti..."	15	3	NA	"0.03797"
"560"	"GO:0034375"	"high-density lipoprotein particle remode..."	15	3	NA	"0.03797"
"561"	"GO:0045725"	"positive regulation of glycogen biosynth..."	15	3	NA	"0.03797"
"562"	"GO:0051957"	"positive regulation of amino acid transp..."	15	3	NA	"0.03797"
"563"	"GO:0072109"	"glomerular mesangium development"	15	3	NA	"0.03797"
"564"	"GO:1902187"	"negative regulation of viral release fro..."	15	3	NA	"0.03797"
"565"	"GO:1902259"	"regulation of delayed rectifier potassiu..."	15	3	NA	"0.03797"
"566"	"GO:2000193"	"positive regulation of fatty acid transp..."	15	3	NA	"0.03797"
"567"	"GO:0001659"	"temperature homeostasis"	37	5	NA	"0.03841"
"568"	"GO:0030199"	"collagen fibril organization"	37	5	NA	"0.03841"
"569"	"GO:0010977"	"negative regulation of neuron projection..."	118	11	NA	"0.03844"
"570"	"GO:0010648"	"negative regulation of cell communicatio..."	1184	74	NA	"0.03860"
"571"	"GO:0051170"	"nuclear import"	288	22	NA	"0.03861"
"572"	"GO:0040012"	"regulation of locomotion"	778	51	NA	"0.03880"
"573"	"GO:0030336"	"negative regulation of cell migration"	209	17	NA	"0.03898"
"574"	"GO:0055002"	"striated muscle cell development"	133	12	NA	"0.03912"
"575"	"GO:0061333"	"renal tubule morphogenesis"	76	8	NA	"0.03930"
"576"	"GO:0072028"	"nephron morphogenesis"	76	8	NA	"0.03930"
"577"	"GO:0019233"	"sensory perception of pain"	90	9	NA	"0.03970"
"578"	"GO:0007586"	"digestion"	164	14	NA	"0.04095"
"579"	"GO:0005979"	"regulation of glycogen biosynthetic proc..."	26	4	NA	"0.04104"
"580"	"GO:0010719"	"negative regulation of epithelial to mes..."	26	4	NA	"0.04104"
"581"	"GO:0010962"	"regulation of glucan biosynthetic proces..."	26	4	NA	"0.04104"
"582"	"GO:0045987"	"positive regulation of smooth muscle con..."	26	4	NA	"0.04104"
"583"	"GO:0060343"	"trabecula formation"	26	4	NA	"0.04104"
"584"	"GO:0060487"	"lung epithelial cell differentiation"	26	4	NA	"0.04104"
"585"	"GO:0061437"	"renal system vasculature development"	26	4	NA	"0.04104"
"586"	"GO:0061440"	"kidney vasculature development"	26	4	NA	"0.04104"
"587"	"GO:0023057"	"negative regulation of signaling"	1188	74	NA	"0.04109"
"588"	"GO:0043406"	"positive regulation of MAP kinase activi..."	211	17	NA	"0.04205"
"589"	"GO:0044272"	"sulfur compound biosynthetic process"	211	17	NA	"0.04205"
"590"	"GO:0072080"	"nephron tubule development"	91	9	NA	"0.04216"
"591"	"GO:0030278"	"regulation of ossification"	180	15	NA	"0.04216"
"592"	"GO:0001990"	"regulation of systemic arterial blood pr..."	38	5	NA	"0.04244"
"593"	"GO:0006270"	"DNA replication initiation"	38	5	NA	"0.04244"
"594"	"GO:0030890"	"positive regulation of B cell proliferat..."	38	5	NA	"0.04244"
"595"	"GO:0071825"	"protein-lipid complex subunit organizati..."	38	5	NA	"0.04244"
"596"	"GO:0007266"	"Rho protein signal transduction"	165	14	NA	"0.04274"
"597"	"GO:0051240"	"positive regulation of multicellular org..."	1407	86	NA	"0.04300"
"598"	"GO:0009187"	"cyclic nucleotide metabolic process"	196	16	NA	"0.04304"
"599"	"GO:0042306"	"regulation of protein import into nucleu..."	166	14	NA	"0.04459"
"600"	"GO:0008344"	"adult locomotory behavior"	78	8	NA	"0.04478"
"601"	"GO:0006590"	"thyroid hormone generation"	16	3	NA	"0.04501"
"602"	"GO:0031645"	"negative regulation of neurological syst..."	16	3	NA	"0.04501"
"603"	"GO:0048841"	"regulation of axon extension involved in..."	16	3	NA	"0.04501"
"604"	"GO:0070875"	"positive regulation of glycogen metaboli..."	16	3	NA	"0.04501"
"605"	"GO:0090201"	"negative regulation of release of cytoch..."	16	3	NA	"0.04501"
"606"	"GO:0097320"	"plasma membrane tubulation"	16	3	NA	"0.04501"
"607"	"GO:1900151"	"regulation of nuclear-transcribed mRNA c..."	16	3	NA	"0.04501"
"608"	"GO:1900153"	"positive regulation of nuclear-transcrib..."	16	3	NA	"0.04501"
"609"	"GO:0000904"	"cell morphogenesis involved in different..."	630	42	NA	"0.04563"
"610"	"GO:0001958"	"endochondral ossification"	27	4	NA	"0.04630"
"611"	"GO:0033598"	"mammary gland epithelial cell proliferat..."	27	4	NA	"0.04630"
"612"	"GO:0036075"	"replacement ossification"	27	4	NA	"0.04630"
"613"	"GO:0050996"	"positive regulation of lipid catabolic p..."	27	4	NA	"0.04630"
"614"	"GO:0051482"	"positive regulation of cytosolic calcium..."	27	4	NA	"0.04630"
"615"	"GO:0060479"	"lung cell differentiation"	27	4	NA	"0.04630"
"616"	"GO:1902692"	"regulation of neuroblast proliferation"	27	4	NA	"0.04630"
"617"	"GO:0042127"	"regulation of cell proliferation"	1503	91	NA	"0.04632"
"618"	"GO:0008217"	"regulation of blood pressure"	167	14	NA	"0.04650"
"619"	"GO:0006509"	"membrane protein ectodomain proteolysis"	39	5	NA	"0.04672"
"620"	"GO:0015872"	"dopamine transport"	39	5	NA	"0.04672"
"621"	"GO:0050873"	"brown fat cell differentiation"	39	5	NA	"0.04672"
"622"	"GO:0033555"	"multicellular organismal response to str..."	65	7	NA	"0.04689"
"623"	"GO:1900180"	"regulation of protein localization to nu..."	214	17	NA	"0.04697"
"624"	"GO:0048469"	"cell maturation"	152	13	NA	"0.04706"
"625"	"GO:0030817"	"regulation of cAMP biosynthetic process"	122	11	NA	"0.04711"
"626"	"GO:0001822"	"kidney development"	262	20	NA	"0.04720"
"627"	"GO:0031175"	"neuron projection development"	806	52	NA	"0.04726"
"628"	"GO:0030814"	"regulation of cAMP metabolic process"	137	12	NA	"0.04730"
"629"	"GO:0009953"	"dorsal/ventral pattern formation"	93	9	NA	"0.04736"
"630"	"GO:0018958"	"phenol-containing compound metabolic pro..."	93	9	NA	"0.04736"
"631"	"GO:0030901"	"midbrain development"	93	9	NA	"0.04736"
"632"	"GO:0031279"	"regulation of cyclase activity"	93	9	NA	"0.04736"
"633"	"GO:0061326"	"renal tubule development"	93	9	NA	"0.04736"
"634"	"GO:0051057"	"positive regulation of small GTPase medi..."	52	6	NA	"0.04791"
"635"	"GO:0030324"	"lung development"	168	14	NA	"0.04846"
"636"	"GO:0060071"	"Wnt signaling pathway, planar cell polar..."	108	10	NA	"0.04882"
"637"	"GO:0034654"	"nucleobase-containing compound biosynthe..."	4180	234	NA	"0.04888"
"638"	"GO:0072006"	"nephron development"	138	12	NA	"0.04952"
"639"	"GO:0070838"	"divalent metal ion transport"	412	29	NA	"0.04955"
"640"	"GO:0007568"	"aging"	280	21	NA	"0.05001"
