"notstall"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"1644"	28	3	31	8.1991856074136	2.45572477446137	-2.11716950591663	"SCFD1"
"1645"	28	3	31	8.1991856074136	2.45572477446137	-2.11716950591663	"CDYL2"
"1646"	28	3	31	8.1991856074136	2.45572477446137	-2.11716950591663	"MSL1"
"1647"	28	3	31	8.1991856074136	2.45572477446137	-2.11716950591663	"ZSCAN26"
"1648"	148	36	184	48.6661339278743	5.98284506410651	-2.11707537002144	"DNAH3"
"1649"	86	18	104	27.5069452635811	4.49795922707731	-2.11361303729704	"DOCK1"
"1650"	86	18	104	27.5069452635811	4.49795922707731	-2.11361303729704	"F8"
"1651"	107	24	131	34.64817143778	5.04817605514314	-2.10931063446798	"LRBA"
"1652"	64	12	76	20.1012292310785	3.84508230861461	-2.10690658374941	"TMEM2"
"1653"	75	15	90	23.8040872473298	4.18427384192711	-2.10408964134025	"MYO16"
"1654"	75	15	90	23.8040872473298	4.18427384192711	-2.10408964134025	"FREM1"
"1655"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"MRPS35"
"1656"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"SPP2"
"1657"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"CPQ"
"1658"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"APOBEC1"
"1659"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"COL10A1"
"1660"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"SYT4"
"1661"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"ZNF679"
"1662"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"TMX3"
"1663"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"P2RY1"
"1664"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"UGT2B7"
"1665"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"STK33"
"1666"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"TMCO5A"
"1667"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"GPR19"
"1668"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"EMC10"
"1669"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"TNFSF13"
"1670"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"LIN54"
"1671"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"RHBDD1"
"1672"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"WDR31"
"1673"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"GABRA2"
"1674"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"CCR3"
"1675"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"HIBCH"
"1676"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"RASSF9"
"1677"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"SGMS1"
"1678"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"NCF2"
"1679"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"PMF1-BGLAP"
"1680"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"SGCZ"
"1681"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"RFX8"
"1682"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"ZNF562"
"1683"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"MGAT4D"
"1684"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"RNF115"
"1685"	18	1	19	5.02530730776962	1.92254115430731	-2.09374311637035	"ERVV-2"
"1686"	60	11	71	18.7787799395602	3.71644764448932	-2.09306861919457	"ARHGAP31"
"1687"	60	11	71	18.7787799395602	3.71644764448932	-2.09306861919457	"MYT1L"
"1688"	82	17	99	26.1844959720628	4.38850342858007	-2.09285377612989	"DCHS2"
"1689"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"PILRA"
"1690"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"UBOX5"
"1691"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"APOL5"
"1692"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"IQCG"
"1693"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"PIP5K1B"
"1694"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"GALNS"
"1695"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"ZIM3"
"1696"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"POGLUT1"
"1697"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"NEUROD6"
"1698"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"CYP7A1"
"1699"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"ELF4"
"1700"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"DNAJC28"
"1701"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"AVL9"
"1702"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"C14orf39"
"1703"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"ZNF660"
"1704"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"WDR88"
"1705"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"AADACL2"
"1706"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"QRICH1"
"1707"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"CD2AP"
"1708"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"NGRN"
"1709"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"GPALPP1"
"1710"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"VTI1A"
"1711"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"ARL13B"
"1712"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"ZNF134"
"1713"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"SCFD2"
"1714"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"STON1"
"1715"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"PTDSS1"
"1716"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"USP17L4"
"1717"	23	2	25	6.61224645759161	2.20530594905884	-2.09143155831053	"USP17L8"
"1718"	110	25	135	35.7061308709947	5.12466792839821	-2.08913651002965	"NBEA"
"1719"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"PRKCQ"
"1720"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"GALNT1"
"1721"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"PDP2"
"1722"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"CCDC102B"
"1723"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"BTN2A2"
"1724"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"ZNF528"
"1725"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"ZNF665"
"1726"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"DDHD2"
"1727"	32	4	36	9.52163489893192	2.6463671388706	-2.08649616972209	"ARHGEF38"
"1728"	71	14	85	22.4816379558115	4.06638324785609	-2.08579404321598	"RGPD5"
"1729"	71	14	85	22.4816379558115	4.06638324785609	-2.08579404321598	"KIF27"
"1730"	71	14	85	22.4816379558115	4.06638324785609	-2.08579404321598	"RGPD6"
"1731"	71	14	85	22.4816379558115	4.06638324785609	-2.08579404321598	"SMC3"
"1732"	103	23	126	33.3257221462617	4.95089957663551	-2.08562544774515	"DOCK7"
"1733"	103	23	126	33.3257221462617	4.95089957663551	-2.08562544774515	"PIEZO2"
"1734"	96	21	117	30.9453134215287	4.77080620645045	-2.08461903316928	"TTC28"
"1735"	56	10	66	17.4563306480419	3.58319804482523	-2.08091502472494	"RBMY1J"
"1736"	56	10	66	17.4563306480419	3.58319804482523	-2.08091502472494	"ZRANB3"
"1737"	56	10	66	17.4563306480419	3.58319804482523	-2.08091502472494	"RBMY1F"
"1738"	56	10	66	17.4563306480419	3.58319804482523	-2.08091502472494	"STOX2"
"1739"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"SIKE1"
"1740"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"TAS2R9"
"1741"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"BATF3"
"1742"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"NUP37"
"1743"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"KRAS"
"1744"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"HIBADH"
"1745"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"SLC10A6"
"1746"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"IFNA1"
"1747"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"GATAD1"
"1748"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"SCG5"
"1749"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"KCNMB3"
"1750"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"RAB23"
"1751"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"CHCHD7"
"1752"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"SLC30A7"
"1753"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"ARMT1"
"1754"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"GINM1"
"1755"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"IFNGR1"
"1756"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"WBP4"
"1757"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"PNPLA4"
"1758"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"NUP58"
"1759"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"RGS13"
"1760"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"XKR9"
"1761"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"RLN3"
"1762"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"TAS2R50"
"1763"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"YAF2"
"1764"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"TBC1D29"
"1765"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"IFNA13"
"1766"	12	0	12	3.17387829964397	1.52788078000152	-2.07730756298984	"SLC35E2B"
"1767"	52	9	61	16.1338813565235	3.44479801478236	-2.07091426722569	"EMILIN2"
"1768"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"SIRT1"
"1769"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"SECISBP2L"
"1770"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"INPP4B"
"1771"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"CNTN3"
"1772"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"ENPEP"
"1773"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"PHF12"
"1774"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"C3orf30"
"1775"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"HDX"
"1776"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"LIN9"
"1777"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"MX2"
"1778"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"DTNA"
"1779"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"PDE5A"
"1780"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"NEK5"
"1781"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"ZNF770"
"1782"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"DNAJC1"
"1783"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"ANKEF1"
"1784"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"TAB3"
"1785"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"CUL5"
"1786"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"LARP4"
"1787"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"ZNF284"
"1788"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"TRIM10"
"1789"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"MAML3"
"1790"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"AL513412.1"
"1791"	36	5	41	10.8440841904502	2.8241695946747	-2.06931063965491	"ZNF8"
"1792"	67	13	80	21.1591886642932	3.9449712106242	-2.06825049630772	"PTPRM"
"1793"	67	13	80	21.1591886642932	3.9449712106242	-2.06825049630772	"NCKAP5L"
"1794"	67	13	80	21.1591886642932	3.9449712106242	-2.06825049630772	"SMC5"
"1795"	48	8	56	14.8114320650052	3.30059971775701	-2.06369528190897	"ZNF263"
"1796"	48	8	56	14.8114320650052	3.30059971775701	-2.06369528190897	"TTC37"
"1797"	48	8	56	14.8114320650052	3.30059971775701	-2.06369528190897	"ABCB4"
"1798"	48	8	56	14.8114320650052	3.30059971775701	-2.06369528190897	"SENP6"
"1799"	48	8	56	14.8114320650052	3.30059971775701	-2.06369528190897	"MET"
"1800"	92	20	112	29.6228641300104	4.66775288481677	-2.0615624621671	"HECW2"
"1801"	40	6	46	12.1665334819686	2.99142253205326	-2.06140503920587	"TEX2"
"1802"	40	6	46	12.1665334819686	2.99142253205326	-2.06140503920587	"RB1"
"1803"	40	6	46	12.1665334819686	2.99142253205326	-2.06140503920587	"IFT88"
"1804"	40	6	46	12.1665334819686	2.99142253205326	-2.06140503920587	"ITGA8"
"1805"	40	6	46	12.1665334819686	2.99142253205326	-2.06140503920587	"SEC24A"
"1806"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"FKBP15"
"1807"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"AFG3L2"
"1808"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"UHRF1BP1L"
"1809"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"WDR66"
"1810"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"INTS6"
"1811"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"ATRNL1"
"1812"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"TBC1D32"
"1813"	44	7	51	13.4889827734869	3.14980691964869	-2.06012080709081	"ZNF160"
"1814"	74	15	89	23.5395973890261	4.16096294276665	-2.05231277146345	"YTHDC1"
"1815"	202	53	255	67.4449138674344	7.04318238833369	-2.05090725626543	"HERC1"
"1816"	81	17	98	25.9200061137591	4.36628301527751	-2.04292898159562	"NRAP"
"1817"	81	17	98	25.9200061137591	4.36628301527751	-2.04292898159562	"SETD5"
"1818"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"RANBP9"
"1819"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"HEMK1"
"1820"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"GRHL2"
"1821"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"ZSCAN9"
"1822"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"RINT1"
"1823"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"PI4K2B"
"1824"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"C18orf8"
"1825"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"FCRL4"
"1826"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"LRRC4C"
"1827"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"TXNDC16"
"1828"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"TLR3"
"1829"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"KBTBD2"
"1830"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"ADAT1"
"1831"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"MPP7"
"1832"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"TRIM60"
"1833"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"PIGN"
"1834"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"MEPE"
"1835"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"NDC1"
"1836"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"N4BP2L1"
"1837"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"ISY1-RAB43"
"1838"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"RNPC3"
"1839"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"ZNF286B"
"1840"	27	3	30	7.93469574910993	2.41579162899973	-2.04268269244445	"FRK"
"1841"	59	11	70	18.5142900812565	3.69018266771064	-2.03629217247349	"FAM186B"
"1842"	59	11	70	18.5142900812565	3.69018266771064	-2.03629217247349	"SBNO1"
"1843"	59	11	70	18.5142900812565	3.69018266771064	-2.03629217247349	"ORC1"
"1844"	70	14	84	22.2171480975078	4.04239257683942	-2.03274371336108	"ABCC5"
"1845"	55	10	65	17.1918407897382	3.5559489950337	-2.02248142472866	"SPECC1"
"1846"	55	10	65	17.1918407897382	3.5559489950337	-2.02248142472866	"PPP1R18"
"1847"	55	10	65	17.1918407897382	3.5559489950337	-2.02248142472866	"RIC1"
"1848"	55	10	65	17.1918407897382	3.5559489950337	-2.02248142472866	"PHLPP2"
"1849"	77	16	93	24.5975568222408	4.25344007877271	-2.02131843002748	"SCN1A"
"1850"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"STAT3"
"1851"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"PPP1R21"
"1852"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"ZNF419"
"1853"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"GJA10"
"1854"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"LRRC40"
"1855"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"CCDC149"
"1856"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"ZSCAN5A"
"1857"	31	4	35	9.25714504062826	2.60935318815526	-2.01473110826554	"TADA2A"
"1858"	91	20	111	29.3583742717068	4.64686797967804	-2.01391008150723	"VPS13A"
"1859"	66	13	79	20.8946988059895	3.92023760497952	-2.0138317116191	"CENPJ"
"1860"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"TBX15"
"1861"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"ZNF426"
"1862"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"BFAR"
"1863"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"SLC2A12"
"1864"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"CCDC36"
"1865"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"APLF"
"1866"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"LDB2"
"1867"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"LRRC42"
"1868"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"MBOAT4"
"1869"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"RP11-111M22.2"
"1870"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"HAO2"
"1871"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"MIPOL1"
"1872"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"SELV"
"1873"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"SPRY1"
"1874"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"GRAP2"
"1875"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"CTTN"
"1876"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"ZNF736"
"1877"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"MLF1"
"1878"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"MINA"
"1879"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"ZNF277"
"1880"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"GTF2B"
"1881"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"DNAJB4"
"1882"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"STK4"
"1883"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"NMT2"
"1884"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"C9orf72"
"1885"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"DCP2"
"1886"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"NXF3"
"1887"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"ZNF566"
"1888"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"SIGLEC6"
"1889"	22	2	24	6.34775659928795	2.16074972076734	-2.01215187372277	"ZNF619"
"1890"	51	9	60	15.8693914982199	3.41644528559881	-2.01068389040975	"TRA2A"
"1891"	51	9	60	15.8693914982199	3.41644528559881	-2.01068389040975	"FAM83B"
"1892"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CYP3A43"
"1893"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"THG1L"
"1894"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"TCEAL3"
"1895"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"EAPP"
"1896"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"C19orf80"
"1897"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"ADGRE3"
"1898"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CDK7"
"1899"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"MRPS27"
"1900"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"VPS26A"
"1901"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"POLD3"
"1902"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"LEF1"
"1903"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"STAP1"
"1904"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"DUS4L"
"1905"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CYSLTR2"
"1906"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"C9orf91"
"1907"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CES5A"
"1908"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"C11orf86"
"1909"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"ATG4C"
"1910"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"PPP1CC"
"1911"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"UGT2B28"
"1912"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"ACPP"
"1913"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CCDC68"
"1914"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CCNG1"
"1915"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"FCF1"
"1916"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"TAF1A"
"1917"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"TYW5"
"1918"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"TUBE1"
"1919"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CCDC160"
"1920"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"ZBTB6"
"1921"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"AUNIP"
"1922"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"SLC15A1"
"1923"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"STK24"
"1924"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"SPAG6"
"1925"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"LIPM"
"1926"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"CASP14"
"1927"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"KBTBD3"
"1928"	17	1	18	4.76081744946596	1.87126414940465	-2.0097736873025	"RNF170"
"1929"	47	8	55	14.5469422067015	3.27099732859864	-2.00151255076273	"SMURF2"
"1930"	47	8	55	14.5469422067015	3.27099732859864	-2.00151255076273	"PCDH18"
"1931"	47	8	55	14.5469422067015	3.27099732859864	-2.00151255076273	"ARHGAP11A"
"1932"	47	8	55	14.5469422067015	3.27099732859864	-2.00151255076273	"CHGB"
"1933"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"C19orf44"
"1934"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"ABCB7"
"1935"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"CDH2"
"1936"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"UBXN4"
"1937"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"BRAF"
"1938"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"CCPG1"
"1939"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"IQUB"
"1940"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"CLCN3"
"1941"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"FAM73B"
"1942"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"NLRC4"
"1943"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"GALNTL6"
"1944"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"RP11-146B14.1"
"1945"	35	5	40	10.5795943321466	2.78951589461807	-2.0002016632748	"DUX4"
"1946"	168	43	211	55.8073601020732	6.40678385279028	-1.99903108897537	"USH2A"
"1947"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"CBX8"
"1948"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"NRD1"
"1949"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"CASS4"
"1950"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"TCERG1L"
"1951"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"TEX10"
"1952"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"SENP7"
"1953"	43	7	50	13.2244929151832	3.11877358234108	-1.99581430034779	"CCNF"
"1954"	62	12	74	19.5722495144712	3.79415181742965	-1.99576871955561	"FAM65C"
"1955"	62	12	74	19.5722495144712	3.79415181742965	-1.99576871955561	"ZFR2"
"1956"	62	12	74	19.5722495144712	3.79415181742965	-1.99576871955561	"WNK3"
"1957"	62	12	74	19.5722495144712	3.79415181742965	-1.99576871955561	"CCDC171"
"1958"	39	6	45	11.9020436236649	2.95872840796815	-1.99479060253388	"N4BP1"
"1959"	39	6	45	11.9020436236649	2.95872840796815	-1.99479060253388	"ZNF189"
"1960"	39	6	45	11.9020436236649	2.95872840796815	-1.99479060253388	"EXO1"
