"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"336"	"GO:0060074"	"synapse maturation"	17	5	NA	"0.00140"
"337"	"GO:0035282"	"segmentation"	96	13	NA	"0.00141"
"338"	"GO:0061053"	"somite development"	85	12	NA	"0.00148"
"339"	"GO:0002520"	"immune system development"	793	61	NA	"0.00148"
"340"	"GO:0007193"	"adenylate cyclase-inhibiting G-protein c..."	74	11	NA	"0.00150"
"341"	"GO:0045599"	"negative regulation of fat cell differen..."	43	8	NA	"0.00151"
"342"	"GO:0050654"	"chondroitin sulfate proteoglycan metabol..."	43	8	NA	"0.00151"
"343"	"GO:0045637"	"regulation of myeloid cell differentiati..."	184	20	NA	"0.00152"
"344"	"GO:0098773"	"skin epidermis development"	97	13	NA	"0.00155"
"345"	"GO:0071840"	"cellular component organization or bioge..."	5961	352	NA	"0.00156"
"346"	"GO:0009891"	"positive regulation of biosynthetic proc..."	1757	119	NA	"0.00157"
"347"	"GO:0040013"	"negative regulation of locomotion"	252	25	NA	"0.00157"
"348"	"GO:0030097"	"hemopoiesis"	716	56	NA	"0.00158"
"349"	"GO:0008016"	"regulation of heart contraction"	225	23	NA	"0.00161"
"350"	"GO:1903706"	"regulation of hemopoiesis"	323	30	NA	"0.00162"
"351"	"GO:0034220"	"ion transmembrane transport"	1006	74	NA	"0.00164"
"352"	"GO:0060560"	"developmental growth involved in morphog..."	199	21	NA	"0.00170"
"353"	"GO:0022037"	"metencephalon development"	98	13	NA	"0.00171"
"354"	"GO:2000179"	"positive regulation of neural precursor ..."	44	8	NA	"0.00176"
"355"	"GO:0007268"	"chemical synaptic transmission"	579	47	NA	"0.00177"
"356"	"GO:0098916"	"anterograde trans-synaptic signaling"	579	47	NA	"0.00177"
"357"	"GO:0034370"	"triglyceride-rich lipoprotein particle r..."	11	4	NA	"0.00181"
"358"	"GO:0034372"	"very-low-density lipoprotein particle re..."	11	4	NA	"0.00181"
"359"	"GO:0090128"	"regulation of synapse maturation"	11	4	NA	"0.00181"
"360"	"GO:0060021"	"palate development"	87	12	NA	"0.00181"
"361"	"GO:0048514"	"blood vessel morphogenesis"	488	41	NA	"0.00181"
"362"	"GO:0010557"	"positive regulation of macromolecule bio..."	1594	109	NA	"0.00183"
"363"	"GO:0036342"	"post-anal tail morphogenesis"	18	5	NA	"0.00185"
"364"	"GO:0035296"	"regulation of tube diameter"	123	15	NA	"0.00185"
"365"	"GO:0097746"	"regulation of blood vessel diameter"	123	15	NA	"0.00185"
"366"	"GO:0005979"	"regulation of glycogen biosynthetic proc..."	26	6	NA	"0.00186"
"367"	"GO:0010962"	"regulation of glucan biosynthetic proces..."	26	6	NA	"0.00186"
"368"	"GO:0048589"	"developmental growth"	550	45	NA	"0.00188"
"369"	"GO:0099536"	"synaptic signaling"	581	47	NA	"0.00189"
"370"	"GO:0099537"	"trans-synaptic signaling"	581	47	NA	"0.00189"
"371"	"GO:0007167"	"enzyme linked receptor protein signaling..."	963	71	NA	"0.00192"
"372"	"GO:0060047"	"heart contraction"	256	25	NA	"0.00195"
"373"	"GO:0008015"	"blood circulation"	490	41	NA	"0.00195"
"374"	"GO:0043583"	"ear development"	202	21	NA	"0.00205"
"375"	"GO:0014902"	"myotube differentiation"	100	13	NA	"0.00205"
"376"	"GO:0035637"	"multicellular organismal signaling"	189	20	NA	"0.00210"
"377"	"GO:0031344"	"regulation of cell projection organizati..."	523	43	NA	"0.00214"
"378"	"GO:0003013"	"circulatory system process"	494	41	NA	"0.00227"
"379"	"GO:0032881"	"regulation of polysaccharide metabolic p..."	36	7	NA	"0.00227"
"380"	"GO:0045742"	"positive regulation of epidermal growth ..."	36	7	NA	"0.00227"
"381"	"GO:0071542"	"dopaminergic neuron differentiation"	36	7	NA	"0.00227"
"382"	"GO:0031069"	"hair follicle morphogenesis"	27	6	NA	"0.00228"
"383"	"GO:0003015"	"heart process"	259	25	NA	"0.00229"
"384"	"GO:0097756"	"negative regulation of blood vessel diam..."	78	11	NA	"0.00231"
"385"	"GO:0030855"	"epithelial cell differentiation"	713	55	NA	"0.00235"
"386"	"GO:0005978"	"glycogen biosynthetic process"	46	8	NA	"0.00237"
"387"	"GO:0009250"	"glucan biosynthetic process"	46	8	NA	"0.00237"
"388"	"GO:0030514"	"negative regulation of BMP signaling pat..."	46	8	NA	"0.00237"
"389"	"GO:0019222"	"regulation of metabolic process"	6108	358	NA	"0.00238"
"390"	"GO:0007165"	"signal transduction"	5454	323	NA	"0.00239"
"391"	"GO:0048593"	"camera-type eye morphogenesis"	102	13	NA	"0.00246"
"392"	"GO:0051240"	"positive regulation of multicellular org..."	1407	97	NA	"0.00257"
"393"	"GO:0033700"	"phospholipid efflux"	12	4	NA	"0.00260"
"394"	"GO:0090179"	"planar cell polarity pathway involved in..."	12	4	NA	"0.00260"
"395"	"GO:1904953"	"Wnt signaling pathway involved in midbra..."	12	4	NA	"0.00260"
"396"	"GO:0000271"	"polysaccharide biosynthetic process"	68	10	NA	"0.00263"
"397"	"GO:0033077"	"T cell differentiation in thymus"	68	10	NA	"0.00263"
"398"	"GO:0065003"	"macromolecular complex assembly"	1664	112	NA	"0.00267"
"399"	"GO:0010107"	"potassium ion import"	28	6	NA	"0.00278"
"400"	"GO:0006874"	"cellular calcium ion homeostasis"	379	33	NA	"0.00280"
"401"	"GO:0071300"	"cellular response to retinoic acid"	69	10	NA	"0.00294"
"402"	"GO:0060078"	"regulation of postsynaptic membrane pote..."	129	15	NA	"0.00296"
"403"	"GO:0015874"	"norepinephrine transport"	20	5	NA	"0.00307"
"404"	"GO:0030325"	"adrenal gland development"	20	5	NA	"0.00307"
"405"	"GO:0034377"	"plasma lipoprotein particle assembly"	20	5	NA	"0.00307"
"406"	"GO:0003044"	"regulation of systemic arterial blood pr..."	48	8	NA	"0.00313"
"407"	"GO:0061098"	"positive regulation of protein tyrosine ..."	38	7	NA	"0.00313"
"408"	"GO:1901186"	"positive regulation of ERBB signaling pa..."	38	7	NA	"0.00313"
"409"	"GO:0007186"	"G-protein coupled receptor signaling pat..."	1182	83	NA	"0.00321"
"410"	"GO:0000122"	"negative regulation of transcription fro..."	740	56	NA	"0.00325"
"411"	"GO:0021954"	"central nervous system neuron developmen..."	70	10	NA	"0.00327"
"412"	"GO:0030166"	"proteoglycan biosynthetic process"	59	9	NA	"0.00330"
"413"	"GO:0033692"	"cellular polysaccharide biosynthetic pro..."	59	9	NA	"0.00330"
"414"	"GO:0018146"	"keratan sulfate biosynthetic process"	29	6	NA	"0.00335"
"415"	"GO:0019098"	"reproductive behavior"	29	6	NA	"0.00335"
"416"	"GO:0048741"	"skeletal muscle fiber development"	29	6	NA	"0.00335"
"417"	"GO:0031099"	"regeneration"	170	18	NA	"0.00339"
"418"	"GO:0050880"	"regulation of blood vessel size"	131	15	NA	"0.00344"
"419"	"GO:0019538"	"protein metabolic process"	5280	312	NA	"0.00347"
"420"	"GO:0006044"	"N-acetylglucosamine metabolic process"	13	4	NA	"0.00360"
"421"	"GO:0042711"	"maternal behavior"	13	4	NA	"0.00360"
"422"	"GO:0060746"	"parental behavior"	13	4	NA	"0.00360"
"423"	"GO:0090178"	"regulation of establishment of planar po..."	13	4	NA	"0.00360"
"424"	"GO:0035150"	"regulation of tube size"	132	15	NA	"0.00370"
"425"	"GO:0030001"	"metal ion transport"	793	59	NA	"0.00371"
"426"	"GO:0001655"	"urogenital system development"	312	28	NA	"0.00371"
"427"	"GO:0015672"	"monovalent inorganic cation transport"	508	41	NA	"0.00373"
"428"	"GO:0006029"	"proteoglycan metabolic process"	83	11	NA	"0.00379"
"429"	"GO:0042472"	"inner ear morphogenesis"	95	12	NA	"0.00382"
"430"	"GO:1904886"	"beta-catenin destruction complex disasse..."	21	5	NA	"0.00386"
"431"	"GO:0032446"	"protein modification by small protein co..."	876	64	NA	"0.00389"
"432"	"GO:0022612"	"gland morphogenesis"	120	14	NA	"0.00390"
"433"	"GO:0003209"	"cardiac atrium morphogenesis"	30	6	NA	"0.00401"
"434"	"GO:0048730"	"epidermis morphogenesis"	30	6	NA	"0.00401"
"435"	"GO:0050650"	"chondroitin sulfate proteoglycan biosynt..."	30	6	NA	"0.00401"
"436"	"GO:0007422"	"peripheral nervous system development"	72	10	NA	"0.00403"
"437"	"GO:0072078"	"nephron tubule morphogenesis"	72	10	NA	"0.00403"
"438"	"GO:0032879"	"regulation of localization"	2420	154	NA	"0.00410"
"439"	"GO:0006936"	"muscle contraction"	329	29	NA	"0.00411"
"440"	"GO:0007219"	"Notch signaling pathway"	160	17	NA	"0.00419"
"441"	"GO:0031103"	"axon regeneration"	40	7	NA	"0.00423"
"442"	"GO:0048522"	"positive regulation of cellular process"	4594	274	NA	"0.00429"
"443"	"GO:0021675"	"nerve development"	73	10	NA	"0.00446"
"444"	"GO:0048640"	"negative regulation of developmental gro..."	73	10	NA	"0.00446"
"445"	"GO:0055074"	"calcium ion homeostasis"	391	33	NA	"0.00452"
"446"	"GO:0050769"	"positive regulation of neurogenesis"	377	32	NA	"0.00471"
"447"	"GO:0048863"	"stem cell differentiation"	162	17	NA	"0.00475"
"448"	"GO:0002021"	"response to dietary excess"	22	5	NA	"0.00479"
"449"	"GO:0021952"	"central nervous system projection neuron..."	22	5	NA	"0.00479"
"450"	"GO:0042987"	"amyloid precursor protein catabolic proc..."	22	5	NA	"0.00479"
"451"	"GO:0008283"	"cell proliferation"	1903	124	NA	"0.00479"
"452"	"GO:0016049"	"cell growth"	469	38	NA	"0.00481"
"453"	"GO:0003188"	"heart valve formation"	14	4	NA	"0.00484"
"454"	"GO:0007501"	"mesodermal cell fate specification"	14	4	NA	"0.00484"
"455"	"GO:0034433"	"steroid esterification"	14	4	NA	"0.00484"
"456"	"GO:0034434"	"sterol esterification"	14	4	NA	"0.00484"
"457"	"GO:0034435"	"cholesterol esterification"	14	4	NA	"0.00484"
"458"	"GO:0090177"	"establishment of planar polarity involve..."	14	4	NA	"0.00484"
"459"	"GO:1902991"	"regulation of amyloid precursor protein ..."	14	4	NA	"0.00484"
"460"	"GO:0043010"	"camera-type eye development"	289	26	NA	"0.00489"
"461"	"GO:0051216"	"cartilage development"	176	18	NA	"0.00490"
"462"	"GO:0072088"	"nephron epithelium morphogenesis"	74	10	NA	"0.00492"
"463"	"GO:0051129"	"negative regulation of cellular componen..."	579	45	NA	"0.00492"
"464"	"GO:0016070"	"RNA metabolic process"	4440	265	NA	"0.00495"
"465"	"GO:0044085"	"cellular component biogenesis"	2842	177	NA	"0.00499"
"466"	"GO:0040007"	"growth"	904	65	NA	"0.00520"
"467"	"GO:0055123"	"digestive system development"	137	15	NA	"0.00524"
"468"	"GO:0008544"	"epidermis development"	441	36	NA	"0.00530"
"469"	"GO:0061387"	"regulation of extent of cell growth"	87	11	NA	"0.00546"
"470"	"GO:0044708"	"single-organism behavior"	396	33	NA	"0.00546"
"471"	"GO:0035176"	"social behavior"	42	7	NA	"0.00559"
"472"	"GO:0051703"	"intraspecies interaction between organis..."	42	7	NA	"0.00559"
"473"	"GO:0014904"	"myotube cell development"	32	6	NA	"0.00560"
"474"	"GO:0048592"	"eye morphogenesis"	138	15	NA	"0.00561"
"475"	"GO:0072006"	"nephron development"	138	15	NA	"0.00561"
"476"	"GO:0002088"	"lens development in camera-type eye"	64	9	NA	"0.00573"
"477"	"GO:0050830"	"defense response to Gram-positive bacter..."	64	9	NA	"0.00573"
"478"	"GO:0065005"	"protein-lipid complex assembly"	23	5	NA	"0.00586"
"479"	"GO:0003018"	"vascular process in circulatory system"	152	16	NA	"0.00588"
"480"	"GO:0060541"	"respiratory system development"	193	19	NA	"0.00590"
"481"	"GO:0034622"	"cellular macromolecular complex assembly"	959	68	NA	"0.00592"
"482"	"GO:0061333"	"renal tubule morphogenesis"	76	10	NA	"0.00595"
"483"	"GO:0072028"	"nephron morphogenesis"	76	10	NA	"0.00595"
"484"	"GO:0048565"	"digestive tract development"	126	14	NA	"0.00603"
"485"	"GO:0006811"	"ion transport"	1503	100	NA	"0.00629"
"486"	"GO:0014061"	"regulation of norepinephrine secretion"	15	4	NA	"0.00633"
"487"	"GO:0045725"	"positive regulation of glycogen biosynth..."	15	4	NA	"0.00633"
"488"	"GO:0048483"	"autonomic nervous system development"	43	7	NA	"0.00639"
"489"	"GO:0048736"	"appendage development"	167	17	NA	"0.00643"
"490"	"GO:0060173"	"limb development"	167	17	NA	"0.00643"
"491"	"GO:0021549"	"cerebellum development"	89	11	NA	"0.00648"
"492"	"GO:0003230"	"cardiac atrium development"	33	6	NA	"0.00654"
"493"	"GO:0032885"	"regulation of polysaccharide biosyntheti..."	33	6	NA	"0.00654"
"494"	"GO:0045747"	"positive regulation of Notch signaling p..."	33	6	NA	"0.00654"
"495"	"GO:0051271"	"negative regulation of cellular componen..."	238	22	NA	"0.00674"
"496"	"GO:0090101"	"negative regulation of transmembrane rec..."	102	12	NA	"0.00678"
"497"	"GO:0030324"	"lung development"	168	17	NA	"0.00682"
"498"	"GO:0030902"	"hindbrain development"	141	15	NA	"0.00682"
"499"	"GO:0042471"	"ear morphogenesis"	115	13	NA	"0.00692"
"500"	"GO:0048608"	"reproductive structure development"	418	34	NA	"0.00697"
"501"	"GO:0001756"	"somitogenesis"	66	9	NA	"0.00703"
"502"	"GO:0072503"	"cellular divalent inorganic cation homeo..."	403	33	NA	"0.00707"
"503"	"GO:0021871"	"forebrain regionalization"	24	5	NA	"0.00709"
"504"	"GO:0035412"	"regulation of catenin import into nucleu..."	24	5	NA	"0.00709"
"505"	"GO:0045761"	"regulation of adenylate cyclase activity"	78	10	NA	"0.00715"
"506"	"GO:0030815"	"negative regulation of cAMP metabolic pr..."	44	7	NA	"0.00726"
"507"	"GO:0043933"	"macromolecular complex subunit organizat..."	1912	123	NA	"0.00747"
"508"	"GO:0071310"	"cellular response to organic substance"	2194	139	NA	"0.00753"
"509"	"GO:0042339"	"keratan sulfate metabolic process"	34	6	NA	"0.00760"
"510"	"GO:0050922"	"negative regulation of chemotaxis"	34	6	NA	"0.00760"
"511"	"GO:0072080"	"nephron tubule development"	91	11	NA	"0.00764"
"512"	"GO:0061458"	"reproductive system development"	421	34	NA	"0.00775"
"513"	"GO:0072507"	"divalent inorganic cation homeostasis"	421	34	NA	"0.00775"
"514"	"GO:0071772"	"response to BMP"	157	16	NA	"0.00797"
"515"	"GO:0071773"	"cellular response to BMP stimulus"	157	16	NA	"0.00797"
"516"	"GO:0070875"	"positive regulation of glycogen metaboli..."	16	4	NA	"0.00809"
"517"	"GO:1900151"	"regulation of nuclear-transcribed mRNA c..."	16	4	NA	"0.00809"
"518"	"GO:1900153"	"positive regulation of nuclear-transcrib..."	16	4	NA	"0.00809"
"519"	"GO:0060070"	"canonical Wnt signaling pathway"	286	25	NA	"0.00816"
"520"	"GO:0030099"	"myeloid cell differentiation"	331	28	NA	"0.00822"
"521"	"GO:0090102"	"cochlea development"	45	7	NA	"0.00822"
"522"	"GO:0061351"	"neural precursor cell proliferation"	131	14	NA	"0.00844"
"523"	"GO:0007611"	"learning or memory"	214	20	NA	"0.00846"
"524"	"GO:0030206"	"chondroitin sulfate biosynthetic process"	25	5	NA	"0.00848"
"525"	"GO:0035025"	"positive regulation of Rho protein signa..."	25	5	NA	"0.00848"
"526"	"GO:0030323"	"respiratory tube development"	172	17	NA	"0.00857"
"527"	"GO:0022604"	"regulation of cell morphogenesis"	409	33	NA	"0.00873"
"528"	"GO:0003179"	"heart valve morphogenesis"	35	6	NA	"0.00878"
"529"	"GO:0010470"	"regulation of gastrulation"	35	6	NA	"0.00878"
"530"	"GO:0060412"	"ventricular septum morphogenesis"	35	6	NA	"0.00878"
"531"	"GO:0061326"	"renal tubule development"	93	11	NA	"0.00897"
"532"	"GO:0001649"	"osteoblast differentiation"	201	19	NA	"0.00900"
"533"	"GO:0001838"	"embryonic epithelial tube formation"	119	13	NA	"0.00915"
"534"	"GO:0021987"	"cerebral cortex development"	106	12	NA	"0.00915"
"535"	"GO:0007155"	"cell adhesion"	1300	87	NA	"0.00916"
"536"	"GO:0009409"	"response to cold"	46	7	NA	"0.00927"
"537"	"GO:0030800"	"negative regulation of cyclic nucleotide..."	46	7	NA	"0.00927"
"538"	"GO:2000273"	"positive regulation of receptor activity"	46	7	NA	"0.00927"
"539"	"GO:0045666"	"positive regulation of neuron differenti..."	304	26	NA	"0.00928"
"540"	"GO:2000027"	"regulation of organ morphogenesis"	245	22	NA	"0.00935"
"541"	"GO:0001707"	"mesoderm formation"	69	9	NA	"0.00937"
"542"	"GO:0021543"	"pallium development"	160	16	NA	"0.00949"
"543"	"GO:0044271"	"cellular nitrogen compound biosynthetic ..."	4718	277	NA	"0.00952"
"544"	"GO:0055002"	"striated muscle cell development"	133	14	NA	"0.00960"
"545"	"GO:0044238"	"primary metabolic process"	9805	544	NA	"0.00967"
"546"	"GO:0007010"	"cytoskeleton organization"	1116	76	NA	"0.00977"
"547"	"GO:0099565"	"chemical synaptic transmission, postsyna..."	107	12	NA	"0.00984"
"548"	"GO:0030509"	"BMP signaling pathway"	147	15	NA	"0.00989"
"549"	"GO:0055001"	"muscle cell development"	147	15	NA	"0.00989"
"550"	"GO:0007176"	"regulation of epidermal growth factor-ac..."	26	5	NA	"0.01006"
"551"	"GO:0035411"	"catenin import into nucleus"	26	5	NA	"0.01006"
"552"	"GO:0061311"	"cell surface receptor signaling pathway ..."	26	5	NA	"0.01006"
"553"	"GO:0001658"	"branching involved in ureteric bud morph..."	58	8	NA	"0.01007"
"554"	"GO:0043691"	"reverse cholesterol transport"	17	4	NA	"0.01015"
"555"	"GO:0044342"	"type B pancreatic cell proliferation"	17	4	NA	"0.01015"
"556"	"GO:1901071"	"glucosamine-containing compound metaboli..."	17	4	NA	"0.01015"
"557"	"GO:1905276"	"regulation of epithelial tube formation"	17	4	NA	"0.01015"
"558"	"GO:0070848"	"response to growth factor"	636	47	NA	"0.01016"
"559"	"GO:0001822"	"kidney development"	262	23	NA	"0.01035"
"560"	"GO:0048638"	"regulation of developmental growth"	277	24	NA	"0.01043"
"561"	"GO:0072001"	"renal system development"	277	24	NA	"0.01043"
"562"	"GO:0022610"	"biological adhesion"	1307	87	NA	"0.01045"
"563"	"GO:0060079"	"excitatory postsynaptic potential"	95	11	NA	"0.01046"
"564"	"GO:1901701"	"cellular response to oxygen-containing c..."	951	66	NA	"0.01052"
"565"	"GO:0030799"	"regulation of cyclic nucleotide metaboli..."	162	16	NA	"0.01063"
"566"	"GO:0098742"	"cell-cell adhesion via plasma-membrane a..."	219	20	NA	"0.01077"
"567"	"GO:0033500"	"carbohydrate homeostasis"	205	19	NA	"0.01098"
"568"	"GO:0042593"	"glucose homeostasis"	205	19	NA	"0.01098"
"569"	"GO:1901700"	"response to oxygen-containing compound"	1466	96	NA	"0.01123"
"570"	"GO:0048332"	"mesoderm morphogenesis"	71	9	NA	"0.01123"
"571"	"GO:0072009"	"nephron epithelium development"	109	12	NA	"0.01132"
"572"	"GO:0048870"	"cell motility"	1329	88	NA	"0.01143"
"573"	"GO:0051674"	"localization of cell"	1329	88	NA	"0.01143"
"574"	"GO:0010812"	"negative regulation of cell-substrate ad..."	48	7	NA	"0.01166"
"575"	"GO:0046426"	"negative regulation of JAK-STAT cascade"	48	7	NA	"0.01166"
"576"	"GO:1904893"	"negative regulation of STAT cascade"	48	7	NA	"0.01166"
"577"	"GO:0001958"	"endochondral ossification"	27	5	NA	"0.01183"
"578"	"GO:0036075"	"replacement ossification"	27	5	NA	"0.01183"
"579"	"GO:0050996"	"positive regulation of lipid catabolic p..."	27	5	NA	"0.01183"
"580"	"GO:0051491"	"positive regulation of filopodium assemb..."	27	5	NA	"0.01183"
"581"	"GO:0048762"	"mesenchymal cell differentiation"	178	17	NA	"0.01184"
"582"	"GO:0030326"	"embryonic limb morphogenesis"	123	13	NA	"0.01191"
"583"	"GO:0035113"	"embryonic appendage morphogenesis"	123	13	NA	"0.01191"
"584"	"GO:0003012"	"muscle system process"	403	32	NA	"0.01207"
"585"	"GO:0050772"	"positive regulation of axonogenesis"	72	9	NA	"0.01226"
"586"	"GO:0048645"	"animal organ formation"	60	8	NA	"0.01227"
"587"	"GO:0051937"	"catecholamine transport"	60	8	NA	"0.01227"
"588"	"GO:0007350"	"blastoderm segmentation"	18	4	NA	"0.01252"
"589"	"GO:0061157"	"mRNA destabilization"	18	4	NA	"0.01252"
"590"	"GO:1904948"	"midbrain dopaminergic neuron differentia..."	18	4	NA	"0.01252"
"591"	"GO:2000311"	"regulation of AMPA receptor activity"	18	4	NA	"0.01252"
"592"	"GO:0035270"	"endocrine system development"	124	13	NA	"0.01269"
"593"	"GO:0010720"	"positive regulation of cell development"	436	34	NA	"0.01275"
"594"	"GO:0003183"	"mitral valve morphogenesis"	10	3	NA	"0.01289"
"595"	"GO:0003306"	"Wnt signaling pathway involved in heart ..."	10	3	NA	"0.01289"
"596"	"GO:0021548"	"pons development"	10	3	NA	"0.01289"
"597"	"GO:0021877"	"forebrain neuron fate commitment"	10	3	NA	"0.01289"
"598"	"GO:0060346"	"bone trabecula formation"	10	3	NA	"0.01289"
"599"	"GO:0060600"	"dichotomous subdivision of an epithelial..."	10	3	NA	"0.01289"
"600"	"GO:0099068"	"postsynapse assembly"	10	3	NA	"0.01289"
"601"	"GO:0045598"	"regulation of fat cell differentiation"	111	12	NA	"0.01297"
"602"	"GO:0021545"	"cranial nerve development"	49	7	NA	"0.01301"
"603"	"GO:0090066"	"regulation of anatomical structure size"	437	34	NA	"0.01316"
"604"	"GO:0061035"	"regulation of cartilage development"	61	8	NA	"0.01350"
"605"	"GO:0090288"	"negative regulation of cellular response..."	125	13	NA	"0.01351"
"606"	"GO:0016477"	"cell migration"	1201	80	NA	"0.01359"
"607"	"GO:0007194"	"negative regulation of adenylate cyclase..."	28	5	NA	"0.01380"
"608"	"GO:0021955"	"central nervous system neuron axonogenes..."	28	5	NA	"0.01380"
"609"	"GO:0034122"	"negative regulation of toll-like recepto..."	28	5	NA	"0.01380"
"610"	"GO:0071774"	"response to fibroblast growth factor"	139	14	NA	"0.01383"
"611"	"GO:0005975"	"carbohydrate metabolic process"	551	41	NA	"0.01410"
"612"	"GO:0033993"	"response to lipid"	864	60	NA	"0.01415"
"613"	"GO:0003170"	"heart valve development"	39	6	NA	"0.01481"
"614"	"GO:0043507"	"positive regulation of JUN kinase activi..."	62	8	NA	"0.01481"
"615"	"GO:0006812"	"cation transport"	1035	70	NA	"0.01486"
"616"	"GO:0060349"	"bone morphogenesis"	87	10	NA	"0.01498"
"617"	"GO:0001710"	"mesodermal cell fate commitment"	19	4	NA	"0.01522"
"618"	"GO:0030903"	"notochord development"	19	4	NA	"0.01522"
"619"	"GO:0043586"	"tongue development"	19	4	NA	"0.01522"
"620"	"GO:1902895"	"positive regulation of pri-miRNA transcr..."	19	4	NA	"0.01522"
"621"	"GO:0045765"	"regulation of angiogenesis"	212	19	NA	"0.01527"
"622"	"GO:0007498"	"mesoderm development"	127	13	NA	"0.01528"
"623"	"GO:0072175"	"epithelial tube formation"	127	13	NA	"0.01528"
"624"	"GO:0035148"	"tube formation"	141	14	NA	"0.01551"
"625"	"GO:0021536"	"diencephalon development"	75	9	NA	"0.01577"
"626"	"GO:0048665"	"neuron fate specification"	29	5	NA	"0.01598"
"627"	"GO:0030111"	"regulation of Wnt signaling pathway"	303	25	NA	"0.01603"
"628"	"GO:0001654"	"eye development"	334	27	NA	"0.01620"
"629"	"GO:0050891"	"multicellular organismal water homeostas..."	63	8	NA	"0.01621"
"630"	"GO:0060675"	"ureteric bud morphogenesis"	63	8	NA	"0.01621"
"631"	"GO:0061371"	"determination of heart left/right asymme..."	63	8	NA	"0.01621"
"632"	"GO:0030818"	"negative regulation of cAMP biosynthetic..."	40	6	NA	"0.01667"
"633"	"GO:0044267"	"cellular protein metabolic process"	4716	274	NA	"0.01685"
"634"	"GO:0003174"	"mitral valve development"	11	3	NA	"0.01704"
"635"	"GO:0007195"	"adenylate cyclase-inhibiting dopamine re..."	11	3	NA	"0.01704"
"636"	"GO:0009111"	"vitamin catabolic process"	11	3	NA	"0.01704"
"637"	"GO:0010454"	"negative regulation of cell fate commitm..."	11	3	NA	"0.01704"
"638"	"GO:0010872"	"regulation of cholesterol esterification"	11	3	NA	"0.01704"
"639"	"GO:0035414"	"negative regulation of catenin import in..."	11	3	NA	"0.01704"
"640"	"GO:0060033"	"anatomical structure regression"	11	3	NA	"0.01704"
"641"	"GO:0061158"	"3'-UTR-mediated mRNA destabilization"	11	3	NA	"0.01704"
"642"	"GO:1902003"	"regulation of beta-amyloid formation"	11	3	NA	"0.01704"
"643"	"GO:2000047"	"regulation of cell-cell adhesion mediate..."	11	3	NA	"0.01704"
"644"	"GO:0030308"	"negative regulation of cell growth"	157	15	NA	"0.01731"
"645"	"GO:0035107"	"appendage morphogenesis"	143	14	NA	"0.01736"
"646"	"GO:0035108"	"limb morphogenesis"	143	14	NA	"0.01736"
"647"	"GO:0009798"	"axis specification"	89	10	NA	"0.01737"
"648"	"GO:0003143"	"embryonic heart tube morphogenesis"	64	8	NA	"0.01771"
"649"	"GO:0072171"	"mesonephric tubule morphogenesis"	64	8	NA	"0.01771"
"650"	"GO:0001738"	"morphogenesis of a polarized epithelium"	130	13	NA	"0.01824"
"651"	"GO:0030879"	"mammary gland development"	130	13	NA	"0.01824"
"652"	"GO:0050779"	"RNA destabilization"	20	4	NA	"0.01825"
"653"	"GO:0031280"	"negative regulation of cyclase activity"	30	5	NA	"0.01837"
"654"	"GO:0045923"	"positive regulation of fatty acid metabo..."	30	5	NA	"0.01837"
"655"	"GO:0070306"	"lens fiber cell differentiation"	30	5	NA	"0.01837"
"656"	"GO:1902742"	"apoptotic process involved in developmen..."	30	5	NA	"0.01837"
"657"	"GO:0050890"	"cognition"	246	21	NA	"0.01843"
"658"	"GO:0001709"	"cell fate determination"	41	6	NA	"0.01869"
"659"	"GO:1901576"	"organic substance biosynthetic process"	6000	342	NA	"0.01875"
"660"	"GO:0009058"	"biosynthetic process"	6076	346	NA	"0.01886"
"661"	"GO:0001558"	"regulation of cell growth"	370	29	NA	"0.01910"
"662"	"GO:0033555"	"multicellular organismal response to str..."	65	8	NA	"0.01931"
"663"	"GO:0061097"	"regulation of protein tyrosine kinase ac..."	65	8	NA	"0.01931"
"664"	"GO:0040012"	"regulation of locomotion"	778	54	NA	"0.01945"
"665"	"GO:0007405"	"neuroblast proliferation"	53	7	NA	"0.01953"
"666"	"GO:0071695"	"anatomical structure maturation"	53	7	NA	"0.01953"
"667"	"GO:0032870"	"cellular response to hormone stimulus"	613	44	NA	"0.01989"
"668"	"GO:0010906"	"regulation of glucose metabolic process"	91	10	NA	"0.02002"
"669"	"GO:0060993"	"kidney morphogenesis"	91	10	NA	"0.02002"
"670"	"GO:0042692"	"muscle cell differentiation"	356	28	NA	"0.02018"
"671"	"GO:0097435"	"supramolecular fiber organization"	532	39	NA	"0.02028"
"672"	"GO:1901214"	"regulation of neuron death"	264	22	NA	"0.02067"
"673"	"GO:0030803"	"negative regulation of cyclic nucleotide..."	42	6	NA	"0.02088"
"674"	"GO:0032371"	"regulation of sterol transport"	42	6	NA	"0.02088"
"675"	"GO:0032374"	"regulation of cholesterol transport"	42	6	NA	"0.02088"
"676"	"GO:0070849"	"response to epidermal growth factor"	42	6	NA	"0.02088"
"677"	"GO:0032526"	"response to retinoic acid"	105	11	NA	"0.02096"
"678"	"GO:0009954"	"proximal/distal pattern formation"	31	5	NA	"0.02099"
"679"	"GO:0060603"	"mammary gland duct morphogenesis"	31	5	NA	"0.02099"
"680"	"GO:0071353"	"cellular response to interleukin-4"	31	5	NA	"0.02099"
"681"	"GO:0008593"	"regulation of Notch signaling pathway"	66	8	NA	"0.02100"
